hydro_kde,id
0.001527126063592732,B0001
0.0012829455081373453,B0002
0.0013778163120150566,B0003
6.58892618957907e-4,B0004
0.001117186271585524,B0005
0.0013812979450449347,B0006
0.0013812979450449347,B0007
0.0014790237182751298,B0008
0.0015701003139838576,B0009
0.001322075631469488,B0010
0.0013591708848252892,B0011
0.0012686315070216854,B0012
0.0013591708848252892,B0013
0.0012686315070216854,B0014
0.0012076429557055235,B0015
9.060799493454397e-4,B0016
6.567522650584579e-4,B0017
8.946300949901342e-4,B0018
9.769370080903172e-4,B0019
9.9235400557518e-4,B0020
9.120753384195268e-4,B0021
9.792559867491946e-4,B0022
0.0010645701549947262,B0023
9.56245930865407e-4,B0024
9.415224000501136e-4,B0025
9.56245930865407e-4,B0026
9.309725719504058e-4,B0029
4.6371473581530154e-4,B0030
5.426967400126159e-4,B0031
0.0015644824597984552,B0032
0.0012174671282991767,B0033
0.0012174671282991767,B0034
9.587790700607002e-4,B0035
0.0013081387849524617,B0036
0.0012355101061984897,B0037
0.0013251910762240489,B0038
0.0010473951697349548,B0039
9.618264739401639e-4,B0040
0.001071092711451153,B0041
0.0010001513874158263,B0042
0.0010057342393944662,B0043
0.0010057342393944662,B0044
0.00119809169943134,B0045
0.0010824907338246703,B0046
0.00140862085390836,B0047
0.00140862085390836,B0048
0.001369242207147181,B0049
0.0014132416884725292,B0050
0.0013813882833346725,B0051
0.0013813882833346725,B0052
0.0014358926564455032,B0053
7.427425007335842e-4,B0054
0.0014358926564455032,B0055
0.0012932507088407874,B0056
0.0012932507088407874,B0057
0.0015852103242650628,B0058
7.220974075607955e-4,B0059
5.067650927230716e-4,B0060
0.0010846544289961457,B0061
0.0010709747322835029,B0062
9.32362008218964e-4,B0063
0.0010812770342454314,B0064
0.0010005881000931065,B0065
9.220071951858699e-4,B0066
9.53071634285152e-4,B0067
0.0011577499099075794,B0068
0.0023476378992199898,B0069
0.0023476378992199898,B0070
8.03018338046968e-4,B0071
8.03018338046968e-4,B0072
8.03018338046968e-4,B0073
8.03018338046968e-4,B0074
6.780661642551422e-4,B0075
0.0017207328928634524,B0076
0.0017207328928634524,B0077
0.0017207328928634524,B0078
0.0017207328928634524,B0079
8.992955166225632e-4,B0080
9.224352543242276e-4,B0081
9.602243662811816e-4,B0082
9.476279956288636e-4,B0083
0.0010649891337379813,B0084
0.0010649891337379813,B0085
0.0011325462255626917,B0086
0.0017586007015779614,B0087
0.0010045059025287628,B0088
5.886798026040196e-4,B0089
0.0012912758393213153,B0090
0.0013591708848252892,B0091
0.0016768862260505557,B0092
0.0013286659959703684,B0093
0.0012879063142463565,B0094
0.0012002811999991536,B0095
0.0012002811999991536,B0096
0.0010367796057835221,B0097
0.00158222415484488,B0098
8.482257835566998e-4,B0099
8.729622738125423e-4,B0100
8.729622738125423e-4,B0101
8.729622738125423e-4,B0102
0.0026006349362432957,B0103
0.001411774312146008,B0104
0.0022043480615442,B0105
0.0020533802453428507,B0106
9.617997566238046e-4,B0107
9.84249752946198e-4,B0108
9.767664208387334e-4,B0109
9.84249752946198e-4,B0110
0.0012655244208872318,B0111
0.0013812979450449347,B0112
5.886798026040196e-4,B0113
5.886798026040196e-4,B0114
0.0012174671282991767,B0115
9.53071634285152e-4,B0116
0.001015143352560699,B0117
9.120753384195268e-4,B0118
9.120753384195268e-4,B0119
9.120753384195268e-4,B0120
9.120753384195268e-4,B0121
0.0010589439577112596,B0122
7.742106099613011e-4,B0123
0.001208276255056262,B0124
5.426967400126159e-4,B0125
3.995691076852381e-4,B0126
4.71132923848927e-4,B0127
3.280052915215492e-4,B0128
5.426967400126159e-4,B0129
0.0015825787171100576,B0130
0.0010325696396951873,B0131
0.0013271272570515673,B0132
0.001494753174483776,B0133
5.075620720162988e-4,B0134
6.69558416120708e-4,B0135
9.9877460161224e-4,B0136
0.0016930787824094296,B0137
0.0013591708848252892,B0138
0.0013591708848252892,B0139
0.0013591708848252892,B0140
0.0013591708848252892,B0141
0.0015281978994607925,B0142
0.0017207328928634524,B0143
0.0017207328928634524,B0144
0.0017333554957682888,B0145
0.0017207328928634524,B0146
0.0014346953248605132,B0147
0.0014000714290887117,B0148
0.0014000714290887117,B0149
0.0015281978994607925,B0150
0.0015281978994607925,B0151
0.001128589385189116,B0153
9.271835054581364e-4,B0154
6.899369958167275e-4,B0155
8.937129168771207e-4,B0156
0.0011030832538381219,B0157
0.0015765366842970252,B0158
8.482257835566998e-4,B0159
0.001081998459994793,B0160
0.0014000714290887117,B0161
0.0014000714290887117,B0162
7.338576251640916e-4,B0163
6.200602898995081e-4,B0164
5.631616222672164e-4,B0165
9.867000859230756e-4,B0166
0.001072554849088192,B0167
8.983382722362876e-4,B0168
0.00163929242019852,B0169
0.001427647308446467,B0170
9.087407379411161e-4,B0171
0.001304309582337737,B0172
0.0013094087674592931,B0173
0.001304309582337737,B0174
0.0013196071377024055,B0175
0.0020626303739845753,B0176
0.0011257193594550092,B0177
9.016162948682904e-4,B0178
0.001429452405621608,B0179
0.0010330660734325647,B0180
0.0011929763713851571,B0181
0.001150095253251493,B0182
0.001150095253251493,B0183
9.02339699678123e-4,B0184
9.285252308472991e-4,B0185
9.618264739401639e-4,B0186
7.182851744194826e-4,B0187
8.257857407443225e-4,B0188
7.527750955584148e-4,B0189
7.478230982087553e-4,B0190
7.16269772965461e-4,B0191
7.16269772965461e-4,B0192
8.257857407443225e-4,B0193
8.257857407443225e-4,B0194
7.59742494362096e-4,B0195
0.0013202284462749958,B0196
0.001312320896734794,B0197
0.001464847126044333,B0198
0.0013787136413156986,B0199
0.0018999683670699596,B0200
0.0018999683670699596,B0201
0.0018999683670699596,B0202
0.0018999683670699596,B0203
7.102877910559376e-4,B0204
6.796982294569413e-4,B0205
6.796982294569413e-4,B0206
0.0012174671282991767,B0207
0.0012174671282991767,B0208
0.0016086969602232177,B0209
8.540806205322345e-4,B0210
0.0014714622714867194,B0211
0.0015750785823911428,B0213
0.0015750785823911428,B0214
5.179796717129648e-4,B0215
5.179796717129648e-4,B0216
4.7835275957671303e-4,B0217
9.70458728261292e-4,B0218
9.70458728261292e-4,B0219
7.561394401515523e-4,B0220
0.0010054486338049173,B0221
0.0010054486338049173,B0222
5.378133500926197e-4,B0223
5.378133500926197e-4,B0224
0.0016677678795531392,B0225
9.934483096003532e-4,B0226
0.0011390837219854195,B0227
0.0011764014683042963,B0228
0.0011764014683042963,B0229
0.0011125914752483368,B0230
0.0010136113657305639,B0231
0.0010685605084290728,B0232
0.0013051381101831794,B0233
0.0015063124398390453,B0234
0.0011139297469829519,B0235
0.0011030832538381219,B0236
0.001484317899060746,B0237
0.0015540359308943152,B0238
0.0014941545280938346,B0239
0.001625594450160861,B0240
0.001064293785020709,B0241
0.0012353857746347785,B0242
0.0011562831156576674,B0243
0.0011562831156576674,B0244
0.0012353857746347785,B0245
0.0012353857746347785,B0246
0.0019890271592885255,B0247
0.0017063566483557224,B0248
9.066566708497703e-4,B0249
0.0015350062167271972,B0250
0.0013366392037520807,B0251
0.0011472907693435748,B0252
0.001150095253251493,B0253
0.001150095253251493,B0254
0.0012563627446070314,B0255
0.001078824046999216,B0256
0.001078824046999216,B0257
0.001078824046999216,B0258
0.0011416818015277386,B0259
0.0011416818015277386,B0260
0.0011416818015277386,B0261
0.0015591608826071024,B0262
0.002257265616208315,B0263
0.0010034494334831834,B0264
0.0011065633734688163,B0265
0.0010207064915448427,B0266
0.0010207064915448427,B0267
0.0011065633734688163,B0268
0.0010679005257164438,B0269
0.0011420555723210175,B0270
0.0011384241903821628,B0271
0.0011420555723210175,B0272
0.0010878669563680887,B0273
0.0010878669563680887,B0274
0.0020533802453428507,B0275
0.0020533802453428507,B0276
7.811243218990663e-4,B0277
8.178652264177799e-4,B0278
7.40121021711578e-4,B0279
3.990989353042096e-4,B0280
9.617997566238046e-4,B0281
0.0012270857114344835,B0282
0.0014289628791933258,B0283
0.0015319070468346279,B0284
8.657033128353456e-4,B0285
8.842743700370193e-4,B0286
5.657547153532505e-4,B0287
5.657547153532505e-4,B0288
4.86093363724649e-4,B0289
4.6062126057222486e-4,B0290
4.6062126057222486e-4,B0291
0.0011902875266969204,B0292
8.415517368121073e-4,B0293
0.0014947457239031792,B0294
0.0011614621616899967,B0295
0.0014588901540264487,B0296
0.0022132934536784887,B0297
0.0019618256871278086,B0298
0.0014588901540264487,B0299
0.001683558492610852,B0300
9.270928567275405e-4,B0301
0.0012067282805219293,B0302
0.0011540058767423034,B0303
0.0011540058767423034,B0304
0.0011109434999525547,B0305
0.0014264366356655956,B0306
0.001503664767369628,B0307
0.0015445526999731858,B0308
0.0013165854616090655,B0309
0.0015230808639898896,B0310
0.001503664767369628,B0311
0.0014509693952277302,B0312
0.0015230808639898896,B0313
0.0014509693952277302,B0314
0.0011419641086831689,B0316
0.0013940019416622818,B0317
0.001389314963792761,B0318
0.001125803217291832,B0319
0.001146967716825505,B0320
7.450988050550222e-4,B0321
0.001599843807828923,B0322
0.001397405518218875,B0323
0.001800678321160376,B0324
0.0010374017292633653,B0325
9.066566708497703e-4,B0326
9.060799493454397e-4,B0327
9.060799493454397e-4,B0328
9.060799493454397e-4,B0329
0.0014787958934903145,B0330
0.0014787958934903145,B0331
0.0012355101061984897,B0332
0.001180742506403476,B0333
0.0011110735242255032,B0334
6.819195696152747e-4,B0335
0.0012072050012648106,B0336
0.0011829828921084602,B0337
0.0011577499099075794,B0338
0.0012728867586702108,B0339
0.0011961288594951232,B0340
0.0011961288594951232,B0341
0.0012025916948914528,B0342
0.0011977752049763997,B0343
8.483881829306483e-4,B0344
0.001206384040415287,B0345
0.001206384040415287,B0346
0.0012981236213818192,B0347
0.0010331162096311648,B0348
9.270928567275405e-4,B0349
0.0013839555516218145,B0351
0.0016025195363909006,B0352
0.0010316446617556114,B0353
0.0010673548094928265,B0354
0.0014092856630062063,B0355
0.0018330460879951715,B0356
0.0013085093814879656,B0357
0.0015558156650513411,B0358
9.934483096003532e-4,B0359
0.001567994593642652,B0360
0.0011849637376144528,B0361
0.0014394610576952498,B0362
0.0012932507088407874,B0363
0.001494753174483776,B0364
0.0011042499681934714,B0365
0.0013202284462749958,B0366
0.0014051600592210889,B0367
0.0018900004215538502,B0368
0.002020182553678751,B0369
0.0018900004215538502,B0370
0.0019767885096371174,B0371
0.001489824615418911,B0372
0.0015797893865965307,B0373
0.0016648330492898822,B0374
0.001586380220639209,B0375
6.920257583260536e-4,B0376
0.0015281978994607925,B0377
0.0010852646082639694,B0378
0.0014290787745267152,B0379
0.0021379562094807625,B0380
0.0021379562094807625,B0381
0.0015173812862485647,B0382
0.0012724061962217093,B0383
0.0012724061962217093,B0384
0.0013554726028814912,B0385
0.0012086619390174747,B0386
0.0011831145190323393,B0387
0.0018402735004201531,B0388
9.37362783588469e-4,B0389
9.37362783588469e-4,B0390
0.0010485691018402576,B0391
0.0011974988738074899,B0392
0.0012858802219852805,B0393
8.049259195104241e-4,B0394
8.121099478254715e-4,B0395
8.121099478254715e-4,B0396
8.056070461558799e-4,B0397
0.001376079861074686,B0398
0.0015591608826071024,B0399
0.001376079861074686,B0400
0.0014981338754296303,B0401
0.001376079861074686,B0402
0.0014981338754296303,B0403
0.001475470916678508,B0404
0.001376079861074686,B0405
0.001376079861074686,B0406
0.001376079861074686,B0407
0.0016942564009999235,B0408
0.001567994593642652,B0409
8.069692994467914e-4,B0410
8.069692994467914e-4,B0411
0.001339954324066639,B0412
0.0016049796249717474,B0413
9.628223294081787e-4,B0414
9.602243662811816e-4,B0415
0.0011065633734688163,B0416
0.0010755429044365882,B0417
0.0012481629382818937,B0418
0.0012075321283191442,B0419
6.920257583260536e-4,B0420
0.0017850580858066677,B0421
0.0012549827030549447,B0422
0.0015591608826071024,B0423
8.532382392634948e-4,B0424
0.0015230808639898896,B0425
0.0013165854616090655,B0426
0.001475470916678508,B0427
0.0013165854616090655,B0428
0.0013562483945861459,B0429
0.0013165854616090655,B0430
0.0013364169280976057,B0431
6.288797982657949e-4,B0432
6.489797960966825e-4,B0433
6.489797960966825e-4,B0434
0.0016027303257336218,B0435
0.0011415235931053758,B0436
9.205982787534595e-4,B0437
9.205982787534595e-4,B0438
0.0012337464140728116,B0439
0.001592316897585988,B0440
0.0013829897701119382,B0441
0.0013069234943638246,B0442
0.0010945425601676106,B0443
9.782147826626897e-4,B0444
9.782147826626897e-4,B0445
6.49108667857945e-4,B0446
7.649292820133269e-4,B0447
7.649292820133269e-4,B0448
9.688270123054584e-4,B0449
0.0013414972539370258,B0450
0.001503664767369628,B0451
0.0014233692781999707,B0452
0.0018967842916026711,B0453
9.285252308472991e-4,B0454
9.547107620164752e-4,B0455
9.285252308472991e-4,B0456
8.890201958517233e-4,B0457
0.001532590831629932,B0458
0.0011109434999525547,B0459
0.0011109434999525547,B0460
0.0011282449316543837,B0461
0.0012626647561167677,B0462
0.0012478351515407364,B0463
0.0015173812862485647,B0464
0.0015173812862485647,B0465
0.001380051509477198,B0466
0.0010207064915448427,B0467
0.0013641932746395469,B0468
0.0017035153384009998,B0469
0.0015840250222633283,B0470
0.0010915430029854178,B0471
0.0014179694699123502,B0472
0.0014537491369992495,B0473
0.0012068436481058598,B0474
0.0010610701283439994,B0475
0.0010510525122905772,B0476
0.0016736220568418503,B0477
0.0017586007015779614,B0478
0.0016736220568418503,B0479
0.0016736220568418503,B0480
0.0014128524732465546,B0481
0.0015013527202730377,B0482
0.001589852967299521,B0483
0.001391780950749914,B0484
0.0013622064143419266,B0485
0.0018395809456706047,B0486
0.001219910685904324,B0487
0.0013591708848252892,B0488
9.424344170838594e-4,B0489
0.001036995556205511,B0490
0.0014546180609613657,B0491
8.527369936928153e-4,B0492
8.026945676344136e-4,B0493
8.527369936928153e-4,B0494
0.0011279663303866982,B0495
9.163723249609271e-4,B0496
8.683871710672975e-4,B0497
7.740432629361749e-4,B0498
0.0013092629378661513,B0499
0.0014983972068876028,B0501
0.0017901793820783497,B0502
0.001808061186845104,B0503
8.489571046084166e-4,B0504
0.0013046651147305965,B0506
0.0010746916523203254,B0507
0.0010746916523203254,B0508
7.649292820133269e-4,B0509
7.649292820133269e-4,B0510
7.649292820133269e-4,B0511
0.001020562369376421,B0512
0.001061837188899517,B0513
9.782147826626897e-4,B0514
9.270928567275405e-4,B0515
0.0010649891337379813,B0516
0.0017314758151769638,B0517
9.95791672418515e-4,B0518
9.95791672418515e-4,B0519
0.0018565692007541656,B0520
0.0012481629382818937,B0521
0.0014793169684708118,B0522
0.001136227510869503,B0523
0.0011831145190323393,B0524
0.001015143352560699,B0525
0.001015143352560699,B0526
0.001375791383907199,B0527
0.001369242207147181,B0528
0.0013736083249871929,B0529
0.0010048476979136467,B0530
8.644673507660627e-4,B0531
0.0011654183035716414,B0532
0.0011654183035716414,B0533
0.0011654183035716414,B0534
0.0011118876282125711,B0535
0.0011118876282125711,B0536
0.0014708784874528646,B0537
9.53071634285152e-4,B0538
0.0014474429190158844,B0539
0.0012315512479593356,B0540
0.0011226067629953225,B0541
0.0011118876282125711,B0542
0.0014708784874528646,B0543
0.0011044037140284975,B0544
0.0011279663303866982,B0545
0.0016426310176029801,B0546
0.0013145079525808494,B0547
0.001182393985800445,B0548
0.0014394610576952498,B0549
0.001182393985800445,B0550
0.001295664580538869,B0551
0.002020182553678751,B0552
0.0016049796249717474,B0554
0.0016049796249717474,B0555
0.0017204290488734841,B0556
7.635997608304024e-4,B0557
0.0011109434999525547,B0558
0.0011540058767423034,B0559
7.338576251640916e-4,B0560
0.0013613640330731869,B0561
9.016162948682904e-4,B0562
6.053990024762849e-4,B0563
6.49108667857945e-4,B0564
6.49108667857945e-4,B0565
6.053990024762849e-4,B0566
5.179796717129648e-4,B0567
6.796982294569413e-4,B0568
6.49108667857945e-4,B0569
6.49108667857945e-4,B0570
0.0010880135232582688,B0571
0.0011087074332560103,B0572
0.0014959936573480566,B0573
0.0014676254165048401,B0574
0.0010193021735176444,B0575
0.001527735497802496,B0576
7.338576251640916e-4,B0578
0.001375791383907199,B0579
7.905531674623489e-4,B0580
8.264780044555664e-4,B0581
0.0012754984200000763,B0582
7.10291787981987e-4,B0583
4.6062126057222486e-4,B0584
0.0015879690181463957,B0585
0.0013009554240852594,B0586
9.069375577382743e-4,B0587
0.0010307441698387265,B0588
7.740432629361749e-4,B0589
8.03018338046968e-4,B0590
0.0015174796571955085,B0591
9.123165509663522e-4,B0592
9.56245930865407e-4,B0593
9.123165509663522e-4,B0594
9.56245930865407e-4,B0595
9.56245930865407e-4,B0596
8.668337250128388e-4,B0597
8.668337250128388e-4,B0598
0.0013642485719174147,B0599
6.489797960966825e-4,B0600
8.096174181749424e-4,B0601
9.84249752946198e-4,B0602
0.0014391338918358088,B0603
7.078016642481089e-4,B0604
7.078016642481089e-4,B0605
6.972843936334053e-4,B0606
8.069692994467914e-4,B0607
0.0013007593806833029,B0608
0.0014233692781999707,B0609
0.0015691338339820504,B0610
8.666437934152782e-4,B0611
0.0012879063142463565,B0612
0.0017035153384009998,B0613
0.0011325673937487106,B0614
0.0011703067769606907,M0001
0.0011703067769606907,M0002
0.0011845676926895976,M0003
0.0011703067769606907,M0004
9.148699464276433e-4,M0005
4.6009601404269535e-4,M0006
0.0012040891451761127,M0007
0.0012040891451761127,M0008
7.921852714692553e-4,M0009
5.076332599855959e-4,M0010
0.0010759115684777498,M0013
0.0012400038540363312,M0014
0.0012320871697738766,M0015
0.0016923148650676012,M0016
0.0010999778751283884,M0017
8.165393179903427e-4,M0018
0.0016749888891354203,M0019
0.0014346811221912503,M0020
7.67733552493155e-4,M0021
6.823079117263356e-4,M0022
7.67733552493155e-4,M0023
7.178176116819183e-4,M0024
6.855077808722854e-4,M0025
0.0012192163849249482,M0026
0.0012192163849249482,M0027
0.0015921512385830283,M0028
0.0013189518358558416,M0029
0.0017364464001730084,M0030
0.0018060576791564624,M0031
7.081920630298555e-4,M0032
0.0017364464001730084,M0033
0.0013532446464523673,M0034
0.0015723156975582242,M0035
0.0014849614817649126,M0036
0.0014849614817649126,M0037
0.001497240155003965,M0038
0.0010487379040569067,M0039
0.0010543157113716006,M0040
0.0010543157113716006,M0041
0.0013836504658684134,M0042
0.0014891279861330986,M0043
0.0017193437088280916,M0044
0.0015365584986284375,M0045
0.0012520975433290005,M0046
8.08882003184408e-4,M0047
8.799336307371656e-4,M0048
8.08882003184408e-4,M0049
8.695824847867092e-4,M0050
9.302829663890103e-4,M0051
0.0011920045362785459,M0052
0.0011951845372095704,M0053
0.001250081812031567,M0054
0.0013521219370886683,M0055
0.0011060017859563231,M0056
7.697987603023648e-4,M0057
0.0010041246423497796,M0058
9.953187545761466e-4,M0059
0.0010041246423497796,M0060
9.087568808657428e-4,M0061
9.433229570277035e-4,M0062
8.914738427847624e-4,M0063
8.914738427847624e-4,M0064
9.433229570277035e-4,M0065
2.7625769143924117e-4,M0066
0.0014450119342654943,M0067
0.001256855980803569,M0068
5.622910102829337e-4,M0069
4.530427686404437e-4,M0070
8.127106702886522e-4,M0071
5.708304039823512e-4,M0072
9.550003645320734e-4,M0073
0.0013672534842044115,M0074
0.001266175974160433,M0075
0.0012195565116902192,M0076
0.0013672534842044115,M0077
0.0012087562354281545,M0078
0.001351286913268268,M0079
0.001435865570480625,M0080
0.0013717610854655504,M0081
0.001435865570480625,M0082
0.0014682467638825376,M0083
0.0014593155356124043,M0084
0.00149658287409693,M0085
0.00149658287409693,M0086
0.0014593155356124043,M0087
0.00149658287409693,M0088
8.1737240543589e-4,M0089
8.506483670013646e-4,M0090
8.1737240543589e-4,M0091
7.254031952470541e-4,M0092
6.721747340634465e-4,M0093
7.85124022513628e-4,M0094
8.263395866379142e-4,M0095
0.0010757657000795007,M0096
0.0010757657000795007,M0097
6.983878362613419e-4,M0098
8.212863273608187e-4,M0099
0.0012942489702254534,M0100
0.0012942489702254534,M0101
0.0011747911339625716,M0102
0.0011747911339625716,M0103
0.0011747911339625716,M0104
7.904883241280913e-4,M0105
9.176903016244372e-4,M0106
0.0013980644289404154,M0107
0.0016234462382271886,M0108
9.603165866186222e-4,M0109
8.808539132587612e-4,M0110
8.808539132587612e-4,M0111
0.001119241933338344,M0112
9.926253696903586e-4,M0113
0.0019439603978147109,M0114
0.001238583237864077,M0116
0.0013575280318036675,M0117
0.001238583237864077,M0118
0.0012264366184050839,M0119
0.0012203633086755872,M0120
0.001426942724113663,M0121
