id,chrono,label,facet
M0215,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0216,LgK2,LgK II,LgK II
M0216,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0218,TRB1,TRB Baalberge,TRB Baalberge
M0218,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0221,LgK2,LgK II,LgK II
M0222,ENE0,Epi LgK,Proto Ene.
M0223,LgK2,LgK II,LgK II
M0224,LgK2,LgK II,LgK II
M0225,LgK2,LgK II,LgK II
M0226,LgK2,LgK II,LgK II
M0227,LgK2,LgK II,LgK II
M0228,ENE0,Epi LgK,Proto Ene.
M0229,LgK2,LgK II,LgK II
M0230,ENE0,Epi LgK,Proto Ene.
M0231,TRB1,TRB Baalberge,TRB Baalberge
M0232,LgK2,LgK II,LgK II
M0233,LgK2,LgK II,LgK II
M0235,LgK2,LgK II,LgK II
M0236,LgK2,LgK II,LgK II
M0236,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0237,LgK2,LgK II,LgK II
M0237,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0238,LgK2,LgK II,LgK II
M0239,LgK2,LgK II,LgK II
M0240,LgK2,LgK II,LgK II
M0241,ENE0,Epi LgK,Proto Ene.
M0242,LgK2,LgK II,LgK II
M0243,LgK2,LgK II,LgK II
M0244,LgK2,LgK II,LgK II
M0245,LgK2,LgK II,LgK II
M0245,ENE0,Epi LgK,Proto Ene.
M0245,TRB1,TRB Baalberge,TRB Baalberge
M0245,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0246,LgK2,LgK II,LgK II
M0247,LgK2,LgK II,LgK II
M0248,LgK2,LgK II,LgK II
M0249,LgK2,LgK II,LgK II
M0250,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0251,TRB1,TRB Baalberge,TRB Baalberge
M0253,LgK2,LgK II,LgK II
M0254,LgK2,LgK II,LgK II
M0255,LgK2,LgK II,LgK II
M0255,ENE0,Epi LgK,Proto Ene.
M0256,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0257,LgK2,LgK II,LgK II
M0258,LgK2,LgK II,LgK II
M0259,LgK2,LgK II,LgK II
M0262,LgK2,LgK II,LgK II
M0263,LgK2,LgK II,LgK II
M0264,ENE0,Epi LgK,Proto Ene.
M0265,LgK1,LgK I,SBK Late/LgK I
M0266,LgK2,LgK II,LgK II
M0267,LgK2,LgK II,LgK II
M0267,ENE0,Epi LgK,Proto Ene.
M0269,TRB1,TRB Baalberge,TRB Baalberge
M0270,LgK2,LgK II,LgK II
M0272,LgK2,LgK II,LgK II
M0275,LgK1,LgK I,SBK Late/LgK I
M0275,LgK2,LgK II,LgK II
M0278,LgK1,LgK I,SBK Late/LgK I
M0279,LgK1,LgK I,SBK Late/LgK I
M0279,ENE0,Epi LgK,Proto Ene.
M0280,LgK1,LgK I,SBK Late/LgK I
M0282,LgK1,LgK I,SBK Late/LgK I
M0283,LgK1,LgK I,SBK Late/LgK I
M0285,LgK2,LgK II,LgK II
M0285,ENE0,Epi LgK,Proto Ene.
M0287,LgK2,LgK II,LgK II
M0288,LgK2,LgK II,LgK II
M0289,LgK2,LgK II,LgK II
M0290,LgK2,LgK II,LgK II
M0291,ENE0,Epi LgK,Proto Ene.
M0292,LgK2,LgK II,LgK II
M0293,LgK2,LgK II,LgK II
M0294,LgK1,LgK I,SBK Late/LgK I
M0294,LgK2,LgK II,LgK II
M0299,LgK1,LgK I,SBK Late/LgK I
M0302,SBK1,SBK Early,SBK Early
M0302,LgK2,LgK II,LgK II
M0302,TRB1,TRB Baalberge,TRB Baalberge
M0304,LgK1,LgK I,SBK Late/LgK I
M0306,LgK1,LgK I,SBK Late/LgK I
M0307,TRB1,TRB Baalberge,TRB Baalberge
M0307,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0309,ENE0,Epi LgK,Proto Ene.
M0309,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0311,LgK2,LgK II,LgK II
M0313,LgK2,LgK II,LgK II
M0313,TRB1,TRB Baalberge,TRB Baalberge
M0315,LgK1,LgK I,SBK Late/LgK I
M0318,LgK1,LgK I,SBK Late/LgK I
M0320,LgK2,LgK II,LgK II
M0320,ENE0,Epi LgK,Proto Ene.
M0320,TRB1,TRB Baalberge,TRB Baalberge
M0324,LgK2,LgK II,LgK II
M0325,LgK2,LgK II,LgK II
M0326,LgK2,LgK II,LgK II
M0327,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0328,LgK2,LgK II,LgK II
M0329,LgK2,LgK II,LgK II
M0330,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0331,LgK1,LgK I,SBK Late/LgK I
M0332,LgK1,LgK I,SBK Late/LgK I
M0332,LgK2,LgK II,LgK II
M0333,LgK2,LgK II,LgK II
M0333,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0334,ENE0,Epi LgK,Proto Ene.
M0336,TRB1,TRB Baalberge,TRB Baalberge
M0337,LgK2,LgK II,LgK II
M0338,LgK2,LgK II,LgK II
M0339,TRB1,TRB Baalberge,TRB Baalberge
M0339,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0340,SBK1,SBK Early,SBK Early
M0340,LgK2,LgK II,LgK II
M0340,ENE0,Epi LgK,Proto Ene.
M0340,TRB1,TRB Baalberge,TRB Baalberge
M0341,LgK2,LgK II,LgK II
M0341,ENE0,Epi LgK,Proto Ene.
M0341,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0342,LgK2,LgK II,LgK II
M0343,SBK1,SBK Early,SBK Early
M0343,LgK2,LgK II,LgK II
M0344,ENE0,Epi LgK,Proto Ene.
M0347,LgK2,LgK II,LgK II
M0348,LgK2,LgK II,LgK II
M0349,LgK2,LgK II,LgK II
M0351,LgK2,LgK II,LgK II
M0352,LgK1,LgK I,SBK Late/LgK I
M0352,ENE0,Epi LgK,Proto Ene.
M0352,TRB1,TRB Baalberge,TRB Baalberge
M0353,LgK2,LgK II,LgK II
M0354,LgK1,LgK I,SBK Late/LgK I
M0356,LgK1,LgK I,SBK Late/LgK I
M0360,LgK2,LgK II,LgK II
M0362,SBK1,SBK Early,SBK Early
M0362,LgK1,LgK I,SBK Late/LgK I
M0363,LgK2,LgK II,LgK II
M0364,SBK1,SBK Early,SBK Early
M0364,LgK2,LgK II,LgK II
M0365,LgK2,LgK II,LgK II
M0366,ENE0,Epi LgK,Proto Ene.
M0367,LgK2,LgK II,LgK II
M0368,SBK1,SBK Early,SBK Early
M0370,LgK1,LgK I,SBK Late/LgK I
M0372,LgK1,LgK I,SBK Late/LgK I
M0373,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0374,SBK1,SBK Early,SBK Early
M0375,LgK2,LgK II,LgK II
M0378,LgK1,LgK I,SBK Late/LgK I
M0378,LgK2,LgK II,LgK II
M0379,LgK1,LgK I,SBK Late/LgK I
M0380,LgK1,LgK I,SBK Late/LgK I
M0382,ENE0,Epi LgK,Proto Ene.
M0383,LgK2,LgK II,LgK II
M0384,LgK2,LgK II,LgK II
M0386,LgK2,LgK II,LgK II
M0387,LgK2,LgK II,LgK II
M0388,ENE0,Epi LgK,Proto Ene.
M0388,TRB1,TRB Baalberge,TRB Baalberge
M0390,LgK2,LgK II,LgK II
M0391,LgK2,LgK II,LgK II
M0393,LgK2,LgK II,LgK II
M0398,LgK2,LgK II,LgK II
M0399,LgK2,LgK II,LgK II
M0401,ENE0,Epi LgK,Proto Ene.
M0401,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0402,SBK1,SBK Early,SBK Early
M0403,LgK2,LgK II,LgK II
M0404,LgK2,LgK II,LgK II
M0405,LgK2,LgK II,LgK II
M0406,LgK2,LgK II,LgK II
M0408,LgK2,LgK II,LgK II
M0409,LgK2,LgK II,LgK II
M0411,SBK1,SBK Early,SBK Early
M0413,LgK2,LgK II,LgK II
M0415,SBK1,SBK Early,SBK Early
M0416,LgK2,LgK II,LgK II
M0421,ENE0,Epi LgK,Proto Ene.
M0422,LgK2,LgK II,LgK II
M0424,TRB1,TRB Baalberge,TRB Baalberge
M0425,LgK1,LgK I,SBK Late/LgK I
M0425,LgK2,LgK II,LgK II
M0425,ENE0,Epi LgK,Proto Ene.
M0429,LgK2,LgK II,LgK II
M0430,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0432,LgK2,LgK II,LgK II
M0434,LgK1,LgK I,SBK Late/LgK I
M0439,LgK1,LgK I,SBK Late/LgK I
M0440,LgK2,LgK II,LgK II
M0441,LgK2,LgK II,LgK II
M0442,LgK2,LgK II,LgK II
M0442,ENE0,Epi LgK,Proto Ene.
M0443,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0445,ENE0,Epi LgK,Proto Ene.
M0446,ENE0,Epi LgK,Proto Ene.
M0447,ENE0,Epi LgK,Proto Ene.
M0449,LgK1,LgK I,SBK Late/LgK I
M0450,LgK2,LgK II,LgK II
M0451,LgK2,LgK II,LgK II
M0452,LgK2,LgK II,LgK II
M0453,LgK2,LgK II,LgK II
M0454,LgK2,LgK II,LgK II
M0458,LgK1,LgK I,SBK Late/LgK I
M0460,LgK2,LgK II,LgK II
M0462,LgK2,LgK II,LgK II
M0463,TRB1,TRB Baalberge,TRB Baalberge
M0464,LgK2,LgK II,LgK II
M0473,LgK1,LgK I,SBK Late/LgK I
M0477,LgK2,LgK II,LgK II
M0479,LgK2,LgK II,LgK II
M0480,LgK2,LgK II,LgK II
M0481,LgK2,LgK II,LgK II
M0482,LgK2,LgK II,LgK II
M0484,LgK1,LgK I,SBK Late/LgK I
M0485,LgK1,LgK I,SBK Late/LgK I
M0486,LgK2,LgK II,LgK II
M0487,LgK2,LgK II,LgK II
M0489,LgK2,LgK II,LgK II
M0490,LgK2,LgK II,LgK II
M0494,LgK1,LgK I,SBK Late/LgK I
M0496,LgK2,LgK II,LgK II
M0497,LgK1,LgK I,SBK Late/LgK I
M0498,LgK1,LgK I,SBK Late/LgK I
M0499,SBK1,SBK Early,SBK Early
M0501,LgK2,LgK II,LgK II
M0502,SBK1,SBK Early,SBK Early
M0502,LgK1,LgK I,SBK Late/LgK I
M0504,LgK2,LgK II,LgK II
M0505,LgK1,LgK I,SBK Late/LgK I
M0506,LgK2,LgK II,LgK II
M0507,LgK2,LgK II,LgK II
M0508,LgK2,LgK II,LgK II
M0509,LgK1,LgK I,SBK Late/LgK I
M0509,LgK2,LgK II,LgK II
M0510,LgK2,LgK II,LgK II
M0511,LgK2,LgK II,LgK II
M0512,LgK1,LgK I,SBK Late/LgK I
M0512,ENE0,Epi LgK,Proto Ene.
M0513,LgK1,LgK I,SBK Late/LgK I
M0515,LgK1,LgK I,SBK Late/LgK I
M0515,TRB1,TRB Baalberge,TRB Baalberge
M0517,LgK1,LgK I,SBK Late/LgK I
M0519,LgK1,LgK I,SBK Late/LgK I
M0521,LgK2,LgK II,LgK II
M0522,TRB1,TRB Baalberge,TRB Baalberge
M0522,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0523,LgK2,LgK II,LgK II
M0523,TRB1,TRB Baalberge,TRB Baalberge
M0523,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0524,LgK2,LgK II,LgK II
M0526,LgK2,LgK II,LgK II
M0526,ENE0,Epi LgK,Proto Ene.
M0527,LgK2,LgK II,LgK II
M0527,ENE0,Epi LgK,Proto Ene.
M0530,LgK2,LgK II,LgK II
M0531,LgK2,LgK II,LgK II
M0532,LgK2,LgK II,LgK II
M0532,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0533,LgK2,LgK II,LgK II
M0534,LgK2,LgK II,LgK II
M0536,LgK2,LgK II,LgK II
M0537,LgK2,LgK II,LgK II
M0539,LgK2,LgK II,LgK II
M0542,LgK2,LgK II,LgK II
M0543,ENE0,Epi LgK,Proto Ene.
M0544,LgK2,LgK II,LgK II
M0547,ENE0,Epi LgK,Proto Ene.
M0549,ENE0,Epi LgK,Proto Ene.
M0550,LgK2,LgK II,LgK II
M0550,ENE0,Epi LgK,Proto Ene.
M0551,LgK2,LgK II,LgK II
M0552,ENE0,Epi LgK,Proto Ene.
M0553,LgK2,LgK II,LgK II
M0554,LgK2,LgK II,LgK II
M0554,ENE0,Epi LgK,Proto Ene.
M0554,TRB1,TRB Baalberge,TRB Baalberge
M0554,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0555,LgK2,LgK II,LgK II
M0556,LgK2,LgK II,LgK II
M0556,ENE0,Epi LgK,Proto Ene.
M0557,LgK1,LgK I,SBK Late/LgK I
M0559,ENE0,Epi LgK,Proto Ene.
M0560,LgK2,LgK II,LgK II
M0560,TRB1,TRB Baalberge,TRB Baalberge
M0562,LgK2,LgK II,LgK II
M0563,LgK2,LgK II,LgK II
M0564,LgK2,LgK II,LgK II
M0565,LgK2,LgK II,LgK II
M0565,ENE0,Epi LgK,Proto Ene.
M0566,LgK2,LgK II,LgK II
M0567,ENE0,Epi LgK,Proto Ene.
M0568,SBK1,SBK Early,SBK Early
M0568,LgK2,LgK II,LgK II
M0568,ENE0,Epi LgK,Proto Ene.
M0569,LgK2,LgK II,LgK II
M0570,LgK2,LgK II,LgK II
M0571,LgK2,LgK II,LgK II
M0572,ENE0,Epi LgK,Proto Ene.
M0573,LgK2,LgK II,LgK II
M0574,LgK2,LgK II,LgK II
M0575,LgK1,LgK I,SBK Late/LgK I
M0576,LgK2,LgK II,LgK II
M0576,TRB1,TRB Baalberge,TRB Baalberge
M0576,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0578,TRB1,TRB Baalberge,TRB Baalberge
M0579,LgK1,LgK I,SBK Late/LgK I
M0580,SBK1,SBK Early,SBK Early
M0583,LgK1,LgK I,SBK Late/LgK I
M0584,LgK1,LgK I,SBK Late/LgK I
M0584,LgK2,LgK II,LgK II
M0585,LgK2,LgK II,LgK II
M0586,LgK2,LgK II,LgK II
M0587,LgK1,LgK I,SBK Late/LgK I
M0587,LgK2,LgK II,LgK II
M0589,LgK2,LgK II,LgK II
M0590,LgK2,LgK II,LgK II
M0601,ENE0,Epi LgK,Proto Ene.
M0602,LgK1,LgK I,SBK Late/LgK I
M0604,ENE0,Epi LgK,Proto Ene.
M0607,SBK1,SBK Early,SBK Early
M0607,LgK2,LgK II,LgK II
M0607,ENE0,Epi LgK,Proto Ene.
M0609,ENE0,Epi LgK,Proto Ene.
M0611,TRB1,TRB Baalberge,TRB Baalberge
M0612,TRB1,TRB Baalberge,TRB Baalberge
M0614,SBK1,SBK Early,SBK Early
M0614,LgK1,LgK I,SBK Late/LgK I
M0614,LgK2,LgK II,LgK II
M0616,TRB1,TRB Baalberge,TRB Baalberge
M0617,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0619,LgK1,LgK I,SBK Late/LgK I
M0620,LgK1,LgK I,SBK Late/LgK I
M0621,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0622,ENE0,Epi LgK,Proto Ene.
M0623,LgK2,LgK II,LgK II
M0626,LgK2,LgK II,LgK II
M0627,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0629,ENE0,Epi LgK,Proto Ene.
M0629,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0630,LgK2,LgK II,LgK II
M0631,LgK2,LgK II,LgK II
M0632,LgK2,LgK II,LgK II
M0633,LgK2,LgK II,LgK II
M0636,LgK2,LgK II,LgK II
M0638,LgK2,LgK II,LgK II
M0641,SBK1,SBK Early,SBK Early
M0642,LgK2,LgK II,LgK II
M0643,LgK1,LgK I,SBK Late/LgK I
M0644,LgK2,LgK II,LgK II
M0645,LgK1,LgK I,SBK Late/LgK I
M0646,LgK2,LgK II,LgK II
M0648,LgK2,LgK II,LgK II
M0649,LgK2,LgK II,LgK II
M0649,ENE0,Epi LgK,Proto Ene.
M0650,LgK2,LgK II,LgK II
M0651,LgK2,LgK II,LgK II
M0652,SBK1,SBK Early,SBK Early
M0652,SBK2,SBK Late,SBK Late/LgK I
M0652,LgK2,LgK II,LgK II
M0652,ENE0,Epi LgK,Proto Ene.
M0652,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0654,LgK1,LgK I,SBK Late/LgK I
M0656,ENE0,Epi LgK,Proto Ene.
M0658,SBK1,SBK Early,SBK Early
M0659,LgK1,LgK I,SBK Late/LgK I
M0659,LgK2,LgK II,LgK II
M0661,LgK2,LgK II,LgK II
M0661,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0662,SBK1,SBK Early,SBK Early
M0663,LgK2,LgK II,LgK II
M0664,LgK2,LgK II,LgK II
M0666,LgK2,LgK II,LgK II
M0667,LgK2,LgK II,LgK II
M0668,LgK2,LgK II,LgK II
M0669,LgK2,LgK II,LgK II
M0674,LgK2,LgK II,LgK II
M0675,LgK2,LgK II,LgK II
M0676,LgK2,LgK II,LgK II
M0676,ENE0,Epi LgK,Proto Ene.
M0676,TRB1,TRB Baalberge,TRB Baalberge
M0676,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0678,TRB1,TRB Baalberge,TRB Baalberge
M0679,LgK1,LgK I,SBK Late/LgK I
M0679,LgK2,LgK II,LgK II
M0679,ENE0,Epi LgK,Proto Ene.
M0680,LgK1,LgK I,SBK Late/LgK I
M0681,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0682,ENE0,Epi LgK,Proto Ene.
M0684,LgK1,LgK I,SBK Late/LgK I
M0685,LgK2,LgK II,LgK II
M0687,TRB1,TRB Baalberge,TRB Baalberge
M0688,LgK2,LgK II,LgK II
M0689,LgK2,LgK II,LgK II
M0690,LgK2,LgK II,LgK II
M0694,LgK2,LgK II,LgK II
M0695,LgK2,LgK II,LgK II
M0696,LgK2,LgK II,LgK II
M0696,TRB1,TRB Baalberge,TRB Baalberge
M0696,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0698,SBK1,SBK Early,SBK Early
M0699,LgK1,LgK I,SBK Late/LgK I
M0700,LgK2,LgK II,LgK II
M0700,ENE0,Epi LgK,Proto Ene.
M0700,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0701,SBK2,SBK Late,SBK Late/LgK I
M0701,LgK1,LgK I,SBK Late/LgK I
M0701,LgK2,LgK II,LgK II
M0701,ENE0,Epi LgK,Proto Ene.
M0702,ENE0,Epi LgK,Proto Ene.
M0702,TRB1,TRB Baalberge,TRB Baalberge
M0703,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0704,LgK2,LgK II,LgK II
M0705,LgK2,LgK II,LgK II
M0707,LgK2,LgK II,LgK II
M0708,LgK2,LgK II,LgK II
M0709,ENE0,Epi LgK,Proto Ene.
M0712,LgK2,LgK II,LgK II
M0712,ENE0,Epi LgK,Proto Ene.
M0713,LgK2,LgK II,LgK II
M0725,LgK1,LgK I,SBK Late/LgK I
M0725,LgK2,LgK II,LgK II
M0726,TRB1,TRB Baalberge,TRB Baalberge
M0727,LgK2,LgK II,LgK II
M0728,LgK2,LgK II,LgK II
M0730,LgK2,LgK II,LgK II
M0734,LgK1,LgK I,SBK Late/LgK I
M0734,LgK2,LgK II,LgK II
M0735,LgK2,LgK II,LgK II
M0736,SBK1,SBK Early,SBK Early
M0736,LgK1,LgK I,SBK Late/LgK I
M0738,SBK1,SBK Early,SBK Early
M0738,LgK1,LgK I,SBK Late/LgK I
M0738,LgK2,LgK II,LgK II
M0738,TRB1,TRB Baalberge,TRB Baalberge
M0740,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0741,LgK2,LgK II,LgK II
M0744,LgK2,LgK II,LgK II
M0745,LgK2,LgK II,LgK II
M0746,LgK2,LgK II,LgK II
M0748,LgK2,LgK II,LgK II
M0749,LgK2,LgK II,LgK II
M0750,TRB1,TRB Baalberge,TRB Baalberge
M0751,ENE0,Epi LgK,Proto Ene.
M0757,LgK2,LgK II,LgK II
M0758,ENE0,Epi LgK,Proto Ene.
M0760,LgK2,LgK II,LgK II
M0761,LgK2,LgK II,LgK II
M0763,LgK2,LgK II,LgK II
M0765,LgK2,LgK II,LgK II
M0767,LgK1,LgK I,SBK Late/LgK I
M0769,LgK1,LgK I,SBK Late/LgK I
M0772,LgK2,LgK II,LgK II
M0775,LgK2,LgK II,LgK II
M0780,LgK1,LgK I,SBK Late/LgK I
M0780,LgK2,LgK II,LgK II
M0780,ENE0,Epi LgK,Proto Ene.
M0781,LgK2,LgK II,LgK II
M0782,LgK2,LgK II,LgK II
M0783,LgK2,LgK II,LgK II
M0784,LgK2,LgK II,LgK II
M0785,LgK1,LgK I,SBK Late/LgK I
M0789,SBK1,SBK Early,SBK Early
M0789,LgK1,LgK I,SBK Late/LgK I
M0789,LgK2,LgK II,LgK II
M0789,ENE0,Epi LgK,Proto Ene.
M0790,SBK1,SBK Early,SBK Early
M0790,LgK2,LgK II,LgK II
M0790,ENE0,Epi LgK,Proto Ene.
M0790,TRB1,TRB Baalberge,TRB Baalberge
M0790,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0791,LgK1,LgK I,SBK Late/LgK I
M0792,ENE0,Epi LgK,Proto Ene.
M0793,LgK2,LgK II,LgK II
M0794,LgK2,LgK II,LgK II
M0794,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0795,LgK2,LgK II,LgK II
M0796,LgK2,LgK II,LgK II
M0797,LgK2,LgK II,LgK II
M0798,LgK2,LgK II,LgK II
M0798,ENE0,Epi LgK,Proto Ene.
M0798,TRB1,TRB Baalberge,TRB Baalberge
M0798,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0799,LgK2,LgK II,LgK II
M0799,ENE0,Epi LgK,Proto Ene.
M0800,LgK2,LgK II,LgK II
M0801,LgK2,LgK II,LgK II
M0803,LgK2,LgK II,LgK II
M0804,LgK2,LgK II,LgK II
M0806,LgK1,LgK I,SBK Late/LgK I
M0806,LgK2,LgK II,LgK II
M0807,SBK1,SBK Early,SBK Early
M0807,LgK1,LgK I,SBK Late/LgK I
M0808,LgK2,LgK II,LgK II
M0809,LgK2,LgK II,LgK II
M0810,LgK1,LgK I,SBK Late/LgK I
M0811,LgK2,LgK II,LgK II
M0812,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0812,LgK2,LgK II,LgK II
M0813,LgK2,LgK II,LgK II
M0814,ENE0,Epi LgK,Proto Ene.
M0815,SBK1,SBK Early,SBK Early
M0816,LgK2,LgK II,LgK II
M0817,LgK2,LgK II,LgK II
M0818,LgK1,LgK I,SBK Late/LgK I
M0824,LgK1,LgK I,SBK Late/LgK I
M0826,LgK2,LgK II,LgK II
M0830,ENE0,Epi LgK,Proto Ene.
M0830,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0831,LgK2,LgK II,LgK II
M0831,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0832,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0833,LgK2,LgK II,LgK II
M0833,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0835,LgK2,LgK II,LgK II
M0836,LgK2,LgK II,LgK II
M0836,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0837,LgK2,LgK II,LgK II
M0840,LgK1,LgK I,SBK Late/LgK I
M0841,LgK1,LgK I,SBK Late/LgK I
M0844,LgK1,LgK I,SBK Late/LgK I
M0845,LgK1,LgK I,SBK Late/LgK I
M0846,SBK1,SBK Early,SBK Early
M0847,LgK1,LgK I,SBK Late/LgK I
M0847,LgK2,LgK II,LgK II
M0848,LgK2,LgK II,LgK II
M0849,LgK1,LgK I,SBK Late/LgK I
M0849,TRB1,TRB Baalberge,TRB Baalberge
M0851,SBK1,SBK Early,SBK Early
M0855,LgK2,LgK II,LgK II
M0856,LgK1,LgK I,SBK Late/LgK I
M0857,LgK2,LgK II,LgK II
M0862,LgK2,LgK II,LgK II
M0864,LgK2,LgK II,LgK II
M0865,LgK2,LgK II,LgK II
M0866,ENE0,Epi LgK,Proto Ene.
M0866,TRB1,TRB Baalberge,TRB Baalberge
M0867,TRB1,TRB Baalberge,TRB Baalberge
M0868,LgK2,LgK II,LgK II
M0868,ENE0,Epi LgK,Proto Ene.
M0869,LgK2,LgK II,LgK II
M0869,TRB1,TRB Baalberge,TRB Baalberge
M0869,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0870,LgK1,LgK I,SBK Late/LgK I
M0872,LgK2,LgK II,LgK II
M0873,LgK1,LgK I,SBK Late/LgK I
M0874,TRB1,TRB Baalberge,TRB Baalberge
M0876,LgK2,LgK II,LgK II
M0879,LgK2,LgK II,LgK II
M0880,LgK2,LgK II,LgK II
M0881,LgK2,LgK II,LgK II
M0882,LgK2,LgK II,LgK II
M0883,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0884,LgK2,LgK II,LgK II
M0885,LgK2,LgK II,LgK II
M0886,TRB1,TRB Baalberge,TRB Baalberge
M0887,LgK2,LgK II,LgK II
M0888,LgK2,LgK II,LgK II
M0889,LgK2,LgK II,LgK II
M0890,TRB1,TRB Baalberge,TRB Baalberge
M0890,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0891,SBK1,SBK Early,SBK Early
M0891,SBK2,SBK Late,SBK Late/LgK I
M0891,LgK2,LgK II,LgK II
M0891,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0892,LgK2,LgK II,LgK II
M0892,TRB1,TRB Baalberge,TRB Baalberge
M0892,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
