id,chrono,label,facet
M0894,ENE0,Epi LgK,Proto Ene.
M0895,LgK1,LgK I,SBK Late/LgK I
M0896,LgK2,LgK II,LgK II
M0900,LgK2,LgK II,LgK II
M0901,LgK2,LgK II,LgK II
M0902,LgK2,LgK II,LgK II
M0903,LgK2,LgK II,LgK II
M0904,LgK2,LgK II,LgK II
M0904,ENE0,Epi LgK,Proto Ene.
M0905,LgK2,LgK II,LgK II
M0906,LgK1,LgK I,SBK Late/LgK I
M0907,TRB1,TRB Baalberge,TRB Baalberge
M0908,LgK2,LgK II,LgK II
M0909,LgK2,LgK II,LgK II
M0912,LgK2,LgK II,LgK II
M0914,LgK1,LgK I,SBK Late/LgK I
M0914,LgK2,LgK II,LgK II
M0915,LgK1,LgK I,SBK Late/LgK I
M0916,LgK2,LgK II,LgK II
M0916,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0917,LgK2,LgK II,LgK II
M0917,ENE0,Epi LgK,Proto Ene.
M0918,LgK1,LgK I,SBK Late/LgK I
M0919,LgK1,LgK I,SBK Late/LgK I
M0921,LgK1,LgK I,SBK Late/LgK I
M0921,LgK2,LgK II,LgK II
M0923,LgK2,LgK II,LgK II
M0924,LgK2,LgK II,LgK II
M0925,SBK1,SBK Early,SBK Early
M0925,LgK2,LgK II,LgK II
M0932,LgK2,LgK II,LgK II
M0933,LgK2,LgK II,LgK II
M0934,SBK1,SBK Early,SBK Early
M0934,LgK1,LgK I,SBK Late/LgK I
M0934,LgK2,LgK II,LgK II
M0935,LgK2,LgK II,LgK II
M0936,LgK2,LgK II,LgK II
M0937,LgK1,LgK I,SBK Late/LgK I
M0939,LgK2,LgK II,LgK II
M0939,ENE0,Epi LgK,Proto Ene.
M0940,LgK2,LgK II,LgK II
M0944,SBK1,SBK Early,SBK Early
M0944,LgK2,LgK II,LgK II
M0945,LgK2,LgK II,LgK II
M0946,LgK2,LgK II,LgK II
M0949,LgK2,LgK II,LgK II
M0951,LgK2,LgK II,LgK II
M0956,ENE0,Epi LgK,Proto Ene.
M0957,LgK1,LgK I,SBK Late/LgK I
M0958,LgK1,LgK I,SBK Late/LgK I
M0959,LgK2,LgK II,LgK II
M0962,LgK2,LgK II,LgK II
M0965,LgK2,LgK II,LgK II
M0965,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0966,LgK2,LgK II,LgK II
M0970,LgK2,LgK II,LgK II
M0970,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0972,LgK2,LgK II,LgK II
M0973,TRB1,TRB Baalberge,TRB Baalberge
M0974,TRB1,TRB Baalberge,TRB Baalberge
M0975,LgK2,LgK II,LgK II
M0975,ENE0,Epi LgK,Proto Ene.
M0975,TRB1,TRB Baalberge,TRB Baalberge
M0976,LgK2,LgK II,LgK II
M0977,LgK2,LgK II,LgK II
M0978,LgK2,LgK II,LgK II
M0978,ENE0,Epi LgK,Proto Ene.
M0978,TRB1,TRB Baalberge,TRB Baalberge
M0978,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M0979,LgK2,LgK II,LgK II
M0980,LgK2,LgK II,LgK II
M0981,LgK2,LgK II,LgK II
M0982,LgK2,LgK II,LgK II
M0985,LgK1,LgK I,SBK Late/LgK I
M0987,LgK2,LgK II,LgK II
M0988,LgK1,LgK I,SBK Late/LgK I
M0989,LgK2,LgK II,LgK II
M0990,LgK1,LgK I,SBK Late/LgK I
M0991,LgK1,LgK I,SBK Late/LgK I
M0994,SBK1,SBK Early,SBK Early
M0996,LgK1,LgK I,SBK Late/LgK I
M0997,LgK1,LgK I,SBK Late/LgK I
M0998,LgK1,LgK I,SBK Late/LgK I
M1000,LgK2,LgK II,LgK II
M1000,ENE0,Epi LgK,Proto Ene.
M1001,LgK2,LgK II,LgK II
M1001,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1002,LgK2,LgK II,LgK II
M1003,LgK2,LgK II,LgK II
M1004,LgK2,LgK II,LgK II
M1005,LgK2,LgK II,LgK II
M1006,TRB1,TRB Baalberge,TRB Baalberge
M1007,LgK2,LgK II,LgK II
M1008,LgK2,LgK II,LgK II
M1011,LgK1,LgK I,SBK Late/LgK I
M1011,LgK2,LgK II,LgK II
M1012,TRB1,TRB Baalberge,TRB Baalberge
M1013,LgK1,LgK I,SBK Late/LgK I
M1014,SBK1,SBK Early,SBK Early
M1014,LgK1,LgK I,SBK Late/LgK I
M1015,LgK1,LgK I,SBK Late/LgK I
M1016,LgK2,LgK II,LgK II
M1017,ENE0,Epi LgK,Proto Ene.
M1018,LgK2,LgK II,LgK II
M1021,LgK2,LgK II,LgK II
M1022,LgK2,LgK II,LgK II
M1024,ENE0,Epi LgK,Proto Ene.
M1026,LgK2,LgK II,LgK II
M1026,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1027,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1030,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1031,LgK2,LgK II,LgK II
M1032,LgK2,LgK II,LgK II
M1033,LgK1,LgK I,SBK Late/LgK I
M1033,ENE0,Epi LgK,Proto Ene.
M1033,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1036,SBK1,SBK Early,SBK Early
M1037,LgK1,LgK I,SBK Late/LgK I
M1038,TRB1,TRB Baalberge,TRB Baalberge
M1039,ENE0,Epi LgK,Proto Ene.
M1041,LgK2,LgK II,LgK II
M1041,TRB1,TRB Baalberge,TRB Baalberge
M1043,TRB1,TRB Baalberge,TRB Baalberge
M1043,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1044,ENE0,Epi LgK,Proto Ene.
M1047,LgK1,LgK I,SBK Late/LgK I
M1047,LgK2,LgK II,LgK II
M1049,LgK2,LgK II,LgK II
M1051,LgK2,LgK II,LgK II
M1052,LgK2,LgK II,LgK II
M1053,LgK2,LgK II,LgK II
M1056,LgK2,LgK II,LgK II
M1057,SBK1,SBK Early,SBK Early
M1057,LgK1,LgK I,SBK Late/LgK I
M1057,ENE0,Epi LgK,Proto Ene.
M1064,ENE0,Epi LgK,Proto Ene.
M1065,LgK1,LgK I,SBK Late/LgK I
M1066,LgK2,LgK II,LgK II
M1067,ENE0,Epi LgK,Proto Ene.
M1068,LgK2,LgK II,LgK II
M1069,LgK2,LgK II,LgK II
M1069,ENE0,Epi LgK,Proto Ene.
M1070,TRB1,TRB Baalberge,TRB Baalberge
M1072,LgK2,LgK II,LgK II
M1080,TRB1,TRB Baalberge,TRB Baalberge
M1081,LgK2,LgK II,LgK II
M1081,TRB1,TRB Baalberge,TRB Baalberge
M1081,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1082,TRB1,TRB Baalberge,TRB Baalberge
M1082,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1084,LgK2,LgK II,LgK II
M1084,ENE0,Epi LgK,Proto Ene.
M1085,LgK1,LgK I,SBK Late/LgK I
M1085,LgK2,LgK II,LgK II
M1085,ENE0,Epi LgK,Proto Ene.
M1086,LgK2,LgK II,LgK II
M1087,SBK1,SBK Early,SBK Early
M1088,LgK2,LgK II,LgK II
M1089,LgK2,LgK II,LgK II
M1090,LgK2,LgK II,LgK II
M1091,LgK2,LgK II,LgK II
M1092,LgK1,LgK I,SBK Late/LgK I
M1092,LgK2,LgK II,LgK II
M1094,LgK1,LgK I,SBK Late/LgK I
M1096,ENE0,Epi LgK,Proto Ene.
M1097,LgK2,LgK II,LgK II
M1099,LgK1,LgK I,SBK Late/LgK I
M1099,LgK2,LgK II,LgK II
M1102,LgK2,LgK II,LgK II
M1104,LgK2,LgK II,LgK II
M1104,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1105,LgK2,LgK II,LgK II
M1106,LgK2,LgK II,LgK II
M1107,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1108,TRB1,TRB Baalberge,TRB Baalberge
M1108,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1115,LgK1,LgK I,SBK Late/LgK I
M1116,TRB1,TRB Baalberge,TRB Baalberge
M1117,LgK2,LgK II,LgK II
M1118,LgK2,LgK II,LgK II
M1119,LgK2,LgK II,LgK II
M1120,LgK2,LgK II,LgK II
M1123,LgK2,LgK II,LgK II
M1124,TRB1,TRB Baalberge,TRB Baalberge
M1124,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1125,LgK2,LgK II,LgK II
M1126,LgK2,LgK II,LgK II
M1127,LgK2,LgK II,LgK II
M1128,LgK2,LgK II,LgK II
M1130,LgK2,LgK II,LgK II
M1132,LgK1,LgK I,SBK Late/LgK I
M1132,LgK2,LgK II,LgK II
M1133,LgK1,LgK I,SBK Late/LgK I
M1135,LgK2,LgK II,LgK II
M1136,ENE0,Epi LgK,Proto Ene.
M1138,LgK2,LgK II,LgK II
M1140,LgK1,LgK I,SBK Late/LgK I
M1141,ENE0,Epi LgK,Proto Ene.
M1142,LgK1,LgK I,SBK Late/LgK I
M1143,LgK2,LgK II,LgK II
M1144,LgK1,LgK I,SBK Late/LgK I
M1146,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1147,LgK2,LgK II,LgK II
M1149,TRB1,TRB Baalberge,TRB Baalberge
M1150,LgK2,LgK II,LgK II
M1151,LgK2,LgK II,LgK II
M1153,ENE0,Epi LgK,Proto Ene.
M1153,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1154,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1157,LgK2,LgK II,LgK II
M1158,SBK1,SBK Early,SBK Early
M1159,LgK1,LgK I,SBK Late/LgK I
M1160,LgK2,LgK II,LgK II
M1161,LgK2,LgK II,LgK II
M1162,ENE0,Epi LgK,Proto Ene.
M1162,TRB1,TRB Baalberge,TRB Baalberge
M1164,LgK1,LgK I,SBK Late/LgK I
M1165,LgK1,LgK I,SBK Late/LgK I
M1168,ENE0,Epi LgK,Proto Ene.
M1169,SBK1,SBK Early,SBK Early
M1170,SBK1,SBK Early,SBK Early
M1172,LgK2,LgK II,LgK II
M1173,LgK1,LgK I,SBK Late/LgK I
M1174,LgK1,LgK I,SBK Late/LgK I
M1177,LgK2,LgK II,LgK II
M1178,TRB1,TRB Baalberge,TRB Baalberge
M1180,LgK2,LgK II,LgK II
M1181,LgK2,LgK II,LgK II
M1181,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1182,LgK2,LgK II,LgK II
M1183,ENE0,Epi LgK,Proto Ene.
M1183,TRB1,TRB Baalberge,TRB Baalberge
M1184,LgK2,LgK II,LgK II
M1185,LgK2,LgK II,LgK II
M1186,LgK2,LgK II,LgK II
M1187,LgK2,LgK II,LgK II
M1187,ENE0,Epi LgK,Proto Ene.
M1187,TRB1,TRB Baalberge,TRB Baalberge
M1187,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1189,ENE0,Epi LgK,Proto Ene.
M1191,LgK2,LgK II,LgK II
M1194,LgK2,LgK II,LgK II
M1194,ENE0,Epi LgK,Proto Ene.
M1195,LgK2,LgK II,LgK II
M1197,LgK2,LgK II,LgK II
M1198,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1199,TRB1,TRB Baalberge,TRB Baalberge
M1200,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1202,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1203,LgK2,LgK II,LgK II
M1203,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1206,LgK2,LgK II,LgK II
M1210,LgK1,LgK I,SBK Late/LgK I
M1214,LgK2,LgK II,LgK II
M1215,LgK1,LgK I,SBK Late/LgK I
M1216,LgK1,LgK I,SBK Late/LgK I
M1220,LgK1,LgK I,SBK Late/LgK I
M1222,LgK2,LgK II,LgK II
M1222,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1226,TRB1,TRB Baalberge,TRB Baalberge
M1227,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1228,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1229,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1230,LgK2,LgK II,LgK II
M1231,LgK2,LgK II,LgK II
M1232,LgK2,LgK II,LgK II
M1233,LgK2,LgK II,LgK II
M1234,LgK2,LgK II,LgK II
M1234,ENE0,Epi LgK,Proto Ene.
M1234,TRB1,TRB Baalberge,TRB Baalberge
M1234,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1235,LgK2,LgK II,LgK II
M1236,LgK2,LgK II,LgK II
M1237,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1238,LgK2,LgK II,LgK II
M1240,LgK2,LgK II,LgK II
M1241,LgK2,LgK II,LgK II
M1243,ENE0,Epi LgK,Proto Ene.
M1244,ENE0,Epi LgK,Proto Ene.
M1245,SBK1,SBK Early,SBK Early
M1245,SBK2,SBK Late,SBK Late/LgK I
M1246,LgK2,LgK II,LgK II
M1246,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1247,LgK2,LgK II,LgK II
M1248,LgK2,LgK II,LgK II
M1251,LgK2,LgK II,LgK II
M1252,LgK2,LgK II,LgK II
M1255,LgK2,LgK II,LgK II
M1256,LgK2,LgK II,LgK II
M1256,ENE0,Epi LgK,Proto Ene.
M1259,LgK2,LgK II,LgK II
M1260,ENE0,Epi LgK,Proto Ene.
M1261,LgK2,LgK II,LgK II
M1262,LgK2,LgK II,LgK II
M1264,LgK1,LgK I,SBK Late/LgK I
M1268,LgK2,LgK II,LgK II
M1270,LgK1,LgK I,SBK Late/LgK I
M1271,ENE0,Epi LgK,Proto Ene.
M1272,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1273,LgK2,LgK II,LgK II
M1276,LgK2,LgK II,LgK II
M1276,ENE0,Epi LgK,Proto Ene.
M1276,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1277,LgK2,LgK II,LgK II
M1279,LgK1,LgK I,SBK Late/LgK I
M1281,LgK1,LgK I,SBK Late/LgK I
M1283,LgK1,LgK I,SBK Late/LgK I
M1284,LgK1,LgK I,SBK Late/LgK I
M1285,LgK2,LgK II,LgK II
M1285,ENE0,Epi LgK,Proto Ene.
M1286,LgK1,LgK I,SBK Late/LgK I
M1286,LgK2,LgK II,LgK II
M1287,LgK1,LgK I,SBK Late/LgK I
M1288,LgK1,LgK I,SBK Late/LgK I
M1288,LgK2,LgK II,LgK II
M1289,LgK1,LgK I,SBK Late/LgK I
M1289,LgK2,LgK II,LgK II
M1290,LgK2,LgK II,LgK II
M1290,TRB1,TRB Baalberge,TRB Baalberge
M1290,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1291,LgK2,LgK II,LgK II
M1293,LgK2,LgK II,LgK II
M1294,LgK2,LgK II,LgK II
M1294,TRB1,TRB Baalberge,TRB Baalberge
M1294,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1295,TRB1,TRB Baalberge,TRB Baalberge
M1296,LgK2,LgK II,LgK II
M1297,LgK2,LgK II,LgK II
M1297,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1302,LgK2,LgK II,LgK II
M1302,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1305,LgK2,LgK II,LgK II
M1306,SBK1,SBK Early,SBK Early
M1307,LgK2,LgK II,LgK II
M1309,TRB1,TRB Baalberge,TRB Baalberge
M1310,LgK2,LgK II,LgK II
M1311,LgK2,LgK II,LgK II
M1312,LgK2,LgK II,LgK II
M1313,LgK2,LgK II,LgK II
M1314,LgK2,LgK II,LgK II
M1315,LgK2,LgK II,LgK II
M1315,TRB1,TRB Baalberge,TRB Baalberge
M1315,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1316,LgK2,LgK II,LgK II
M1317,LgK2,LgK II,LgK II
M1318,LgK2,LgK II,LgK II
M1320,LgK1,LgK I,SBK Late/LgK I
M1321,LgK1,LgK I,SBK Late/LgK I
M1322,LgK1,LgK I,SBK Late/LgK I
M1323,LgK2,LgK II,LgK II
M1325,LgK2,LgK II,LgK II
M1326,LgK2,LgK II,LgK II
M1327,LgK2,LgK II,LgK II
M1328,LgK1,LgK I,SBK Late/LgK I
M1328,LgK2,LgK II,LgK II
M1331,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1332,ENE0,Epi LgK,Proto Ene.
M1333,LgK2,LgK II,LgK II
M1335,SBK1,SBK Early,SBK Early
M1335,LgK1,LgK I,SBK Late/LgK I
M1337,SBK1,SBK Early,SBK Early
M1337,LgK2,LgK II,LgK II
M1338,ENE0,Epi LgK,Proto Ene.
M1342,TRB1,TRB Baalberge,TRB Baalberge
M1343,ENE0,Epi LgK,Proto Ene.
M1345,LgK2,LgK II,LgK II
M1347,LgK2,LgK II,LgK II
M1349,LgK2,LgK II,LgK II
M1351,LgK2,LgK II,LgK II
M1352,LgK2,LgK II,LgK II
M1352,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1355,LgK2,LgK II,LgK II
M1356,TRB1,TRB Baalberge,TRB Baalberge
M1357,LgK2,LgK II,LgK II
M1357,ENE0,Epi LgK,Proto Ene.
M1358,LgK1,LgK I,SBK Late/LgK I
M1360,LgK1,LgK I,SBK Late/LgK I
M1361,LgK2,LgK II,LgK II
M1361,ENE0,Epi LgK,Proto Ene.
M1362,LgK2,LgK II,LgK II
M1363,LgK2,LgK II,LgK II
M1364,LgK2,LgK II,LgK II
M1365,LgK2,LgK II,LgK II
M1366,LgK2,LgK II,LgK II
M1368,LgK2,LgK II,LgK II
M1370,LgK2,LgK II,LgK II
M1372,TRB1,TRB Baalberge,TRB Baalberge
M1373,LgK1,LgK I,SBK Late/LgK I
M1377,LgK1,LgK I,SBK Late/LgK I
M1380,LgK2,LgK II,LgK II
M1381,LgK2,LgK II,LgK II
M1381,ENE0,Epi LgK,Proto Ene.
M1382,LgK2,LgK II,LgK II
M1382,ENE0,Epi LgK,Proto Ene.
M1383,ENE0,Epi LgK,Proto Ene.
M1383,TRB1,TRB Baalberge,TRB Baalberge
M1385,LgK2,LgK II,LgK II
M1386,LgK2,LgK II,LgK II
M1387,LgK2,LgK II,LgK II
M1388,LgK2,LgK II,LgK II
M1389,LgK2,LgK II,LgK II
M1391,LgK1,LgK I,SBK Late/LgK I
M1392,LgK2,LgK II,LgK II
M1394,ENE0,Epi LgK,Proto Ene.
M1395,LgK2,LgK II,LgK II
M1395,ENE0,Epi LgK,Proto Ene.
M1395,TRB1,TRB Baalberge,TRB Baalberge
M1396,LgK2,LgK II,LgK II
M1397,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1399,LgK2,LgK II,LgK II
M1400,LgK1,LgK I,SBK Late/LgK I
M1400,ENE0,Epi LgK,Proto Ene.
M1401,SBK1,SBK Early,SBK Early
M1401,LgK1,LgK I,SBK Late/LgK I
M1402,LgK2,LgK II,LgK II
M1403,LgK2,LgK II,LgK II
M1404,LgK2,LgK II,LgK II
M1405,LgK2,LgK II,LgK II
M1405,ENE0,Epi LgK,Proto Ene.
M1405,TRB1,TRB Baalberge,TRB Baalberge
M1407,LgK2,LgK II,LgK II
M1408,LgK2,LgK II,LgK II
M1409,LgK2,LgK II,LgK II
M1409,ENE0,Epi LgK,Proto Ene.
M1410,SBK1,SBK Early,SBK Early
M1410,SBK2,SBK Late,SBK Late/LgK I
M1411,SBK1,SBK Early,SBK Early
M1412,SBK2,SBK Late,SBK Late/LgK I
M1412,LgK2,LgK II,LgK II
M1413,LgK2,LgK II,LgK II
M1414,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1415,ENE0,Epi LgK,Proto Ene.
M1416,LgK2,LgK II,LgK II
M1417,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1418,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1419,LgK2,LgK II,LgK II
M1422,TRB1,TRB Baalberge,TRB Baalberge
M1423,LgK1,LgK I,SBK Late/LgK I
M1423,LgK2,LgK II,LgK II
M1424,LgK2,LgK II,LgK II
M1426,LgK1,LgK I,SBK Late/LgK I
M1427,LgK1,LgK I,SBK Late/LgK I
M1428,LgK1,LgK I,SBK Late/LgK I
M1430,SBK1,SBK Early,SBK Early
M1430,LgK1,LgK I,SBK Late/LgK I
M1430,LgK2,LgK II,LgK II
M1430,TRB1,TRB Baalberge,TRB Baalberge
M1431,LgK1,LgK I,SBK Late/LgK I
M1433,LgK2,LgK II,LgK II
M1436,LgK2,LgK II,LgK II
M1437,ENE0,Epi LgK,Proto Ene.
M1438,LgK1,LgK I,SBK Late/LgK I
M1438,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1442,LgK2,LgK II,LgK II
M1443,LgK2,LgK II,LgK II
M1446,LgK2,LgK II,LgK II
M1446,TRB1,TRB Baalberge,TRB Baalberge
M1447,LgK2,LgK II,LgK II
M1448,LgK2,LgK II,LgK II
M1449,LgK2,LgK II,LgK II
M1451,SBK1,SBK Early,SBK Early
M1451,LgK1,LgK I,SBK Late/LgK I
M1451,LgK2,LgK II,LgK II
M1452,LgK2,LgK II,LgK II
M1452,TRB1,TRB Baalberge,TRB Baalberge
M1455,LgK2,LgK II,LgK II
M1458,LgK2,LgK II,LgK II
M1459,LgK2,LgK II,LgK II
M1463,ENE0,Epi LgK,Proto Ene.
M1464,SBK1,SBK Early,SBK Early
M1464,SBK2,SBK Late,SBK Late/LgK I
M1464,LgK2,LgK II,LgK II
M1464,ENE0,Epi LgK,Proto Ene.
M1466,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1467,LgK1,LgK I,SBK Late/LgK I
M1467,LgK2,LgK II,LgK II
M1468,LgK2,LgK II,LgK II
M1470,LgK2,LgK II,LgK II
M1471,LgK2,LgK II,LgK II
M1473,LgK2,LgK II,LgK II
M1474,ENE0,Epi LgK,Proto Ene.
M1476,ENE0,Epi LgK,Proto Ene.
M1478,SBK1,SBK Early,SBK Early
M1478,LgK2,LgK II,LgK II
M1481,LgK2,LgK II,LgK II
M1483,LgK2,LgK II,LgK II
M1484,ENE0,Epi LgK,Proto Ene.
M1485,LgK2,LgK II,LgK II
M1488,ENE0,Epi LgK,Proto Ene.
M1488,TRB1,TRB Baalberge,TRB Baalberge
M1489,LgK2,LgK II,LgK II
M1491,LgK2,LgK II,LgK II
M1492,TRB1,TRB Baalberge,TRB Baalberge
M1493,LgK2,LgK II,LgK II
M1494,LgK2,LgK II,LgK II
M1495,LgK2,LgK II,LgK II
M1495,TRB1,TRB Baalberge,TRB Baalberge
M1498,LgK2,LgK II,LgK II
M1499,SBK1,SBK Early,SBK Early
M1499,LgK2,LgK II,LgK II
M1500,LgK2,LgK II,LgK II
M1501,ENE0,Epi LgK,Proto Ene.
M1502,ENE0,Epi LgK,Proto Ene.
M1503,ENE0,Epi LgK,Proto Ene.
M1505,ENE0,Epi LgK,Proto Ene.
M1505,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1508,LgK1,LgK I,SBK Late/LgK I
M1508,LgK2,LgK II,LgK II
M1509,LgK2,LgK II,LgK II
M1510,LgK2,LgK II,LgK II
M1511,LgK2,LgK II,LgK II
M1512,LgK1,LgK I,SBK Late/LgK I
M1512,LgK2,LgK II,LgK II
M1514,LgK2,LgK II,LgK II
M1515,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1516,LgK2,LgK II,LgK II
M1521,LgK1,LgK I,SBK Late/LgK I
M1526,LgK2,LgK II,LgK II
M1532,LgK2,LgK II,LgK II
M1533,LgK2,LgK II,LgK II
M1534,LgK2,LgK II,LgK II
M1537,LgK1,LgK I,SBK Late/LgK I
M1542,LgK2,LgK II,LgK II
M1543,LgK1,LgK I,SBK Late/LgK I
M1544,LgK1,LgK I,SBK Late/LgK I
M1545,TRB1,TRB Baalberge,TRB Baalberge
M1546,TRB1,TRB Baalberge,TRB Baalberge
M1547,LgK1,LgK I,SBK Late/LgK I
M1548,TRB1,TRB Baalberge,TRB Baalberge
M1550,TRB1,TRB Baalberge,TRB Baalberge
M1551,LgK2,LgK II,LgK II
M1551,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1552,TRB1,TRB Baalberge,TRB Baalberge
M1554,LgK2,LgK II,LgK II
M1554,TRB1,TRB Baalberge,TRB Baalberge
M1554,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1556,LgK1,LgK I,SBK Late/LgK I
M1557,TRB1,TRB Baalberge,TRB Baalberge
M1559,LgK1,LgK I,SBK Late/LgK I
M1560,LgK2,LgK II,LgK II
M1561,LgK2,LgK II,LgK II
M1562,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1563,LgK2,LgK II,LgK II
M1564,LgK1,LgK I,SBK Late/LgK I
M1566,LgK1,LgK I,SBK Late/LgK I
M1567,LgK2,LgK II,LgK II
M1568,LgK2,LgK II,LgK II
M1569,LgK2,LgK II,LgK II
M1570,LgK2,LgK II,LgK II
M1571,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1572,ENE0,Epi LgK,Proto Ene.
M1573,LgK1,LgK I,SBK Late/LgK I
M1575,ENE0,Epi LgK,Proto Ene.
M1576,LgK2,LgK II,LgK II
M1577,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1578,TRB2,TRB Boleraz/Saalzmuende,TRB Boleraz/Saalzmuende
M1579,LgK2,LgK II,LgK II
M1580,TRB1,TRB Baalberge,TRB Baalberge
M1581,LgK2,LgK II,LgK II
M1582,LgK2,LgK II,LgK II
M1583,ENE0,Epi LgK,Proto Ene.