"id","chrono","period"
"M0104","LgK2","p4.6"
"M0104","LgK2","p4.4"
"M0104","ENE0","p4.4"
"M0104","ENE0","p4.2"
"M0105","SBK1","p5.0"
"M0105","SBK1","p4.8"
"M0106","LgK1","p4.8"
"M0106","LgK1","p4.6"
"M0107","LgK2","p4.6"
"M0107","LgK2","p4.4"
"M0109","SBK1","p5.0"
"M0109","SBK1","p4.8"
"M0109","LgK2","p4.6"
"M0109","LgK2","p4.4"
"M0110","LgK2","p4.6"
"M0110","LgK2","p4.4"
"M0110","TRB2","p3.6"
"M0110","TRB2","p3.4"
"M0114","LgK2","p4.6"
"M0114","LgK2","p4.4"
"M0116","LgK1","p4.8"
"M0116","LgK1","p4.6"
"M0117","LgK2","p4.6"
"M0117","LgK2","p4.4"
"M0118","LgK1","p4.8"
"M0118","LgK1","p4.6"
"M0119","LgK1","p4.8"
"M0119","LgK1","p4.6"
"M0120","LgK1","p4.8"
"M0120","LgK1","p4.6"
"M0123","LgK2","p4.6"
"M0123","LgK2","p4.4"
"M0124","LgK1","p4.8"
"M0124","LgK1","p4.6"
"M0126","LgK2","p4.6"
"M0126","LgK2","p4.4"
"M0127","TRB2","p3.6"
"M0127","TRB2","p3.4"
"M0128","SBK1","p5.0"
"M0128","SBK1","p4.8"
"M0129","LgK1","p4.8"
"M0129","LgK1","p4.6"
"M0130","LgK1","p4.8"
"M0130","LgK1","p4.6"
"M0131","LgK2","p4.6"
"M0131","LgK2","p4.4"
"M0131","TRB2","p3.6"
"M0131","TRB2","p3.4"
"M0132","SBK1","p5.0"
"M0132","SBK1","p4.8"
"M0132","LgK2","p4.6"
"M0132","LgK2","p4.4"
"M0135","SBK1","p5.0"
"M0135","SBK1","p4.8"
"M0136","LgK2","p4.6"
"M0136","LgK2","p4.4"
"M0137","LgK1","p4.8"
"M0137","LgK1","p4.6"
"M0138","LgK2","p4.6"
"M0138","LgK2","p4.4"
"M0139","LgK2","p4.6"
"M0139","LgK2","p4.4"
"M0141","LgK2","p4.6"
"M0141","LgK2","p4.4"
"M0143","LgK1","p4.8"
"M0143","LgK1","p4.6"
"M0144","LgK2","p4.6"
"M0144","LgK2","p4.4"
"M0145","LgK2","p4.6"
"M0145","LgK2","p4.4"
"M0146","ENE0","p4.4"
"M0146","ENE0","p4.2"
"M0147","LgK2","p4.6"
"M0147","LgK2","p4.4"
"M0147","TRB1","p3.8"
"M0147","TRB2","p3.6"
"M0147","TRB2","p3.4"
"M0148","LgK2","p4.6"
"M0148","LgK2","p4.4"
"M0148","ENE0","p4.4"
"M0148","ENE0","p4.2"
"M0148","TRB1","p3.8"
"M0148","TRB2","p3.6"
"M0148","TRB2","p3.4"
"M0149","LgK2","p4.6"
"M0149","LgK2","p4.4"
"M0149","ENE0","p4.4"
"M0149","ENE0","p4.2"
"M0150","LgK2","p4.6"
"M0150","LgK2","p4.4"
"M0152","TRB1","p3.8"
"M0153","LgK2","p4.6"
"M0153","LgK2","p4.4"
"M0154","LgK2","p4.6"
"M0154","LgK2","p4.4"
"M0156","LgK2","p4.6"
"M0156","LgK2","p4.4"
"M0157","LgK2","p4.6"
"M0157","LgK2","p4.4"
"M0157","ENE0","p4.4"
"M0157","ENE0","p4.2"
"M0158","LgK2","p4.6"
"M0158","LgK2","p4.4"
"M0159","LgK2","p4.6"
"M0159","LgK2","p4.4"
"M0160","LgK2","p4.6"
"M0160","LgK2","p4.4"
"M0160","ENE0","p4.4"
"M0160","ENE0","p4.2"
"M0161","LgK2","p4.6"
"M0161","LgK2","p4.4"
"M0162","LgK2","p4.6"
"M0162","LgK2","p4.4"
"M0163","LgK2","p4.6"
"M0163","LgK2","p4.4"
"M0164","TRB1","p3.8"
"M0165","LgK2","p4.6"
"M0165","LgK2","p4.4"
"M0167","LgK1","p4.8"
"M0167","LgK1","p4.6"
"M0167","LgK2","p4.6"
"M0167","LgK2","p4.4"
"M0167","TRB2","p3.6"
"M0167","TRB2","p3.4"
"M0168","LgK2","p4.6"
"M0168","LgK2","p4.4"
"M0168","TRB2","p3.6"
"M0168","TRB2","p3.4"
"M0169","LgK2","p4.6"
"M0169","LgK2","p4.4"
"M0169","TRB2","p3.6"
"M0169","TRB2","p3.4"
"M0170","LgK2","p4.6"
"M0170","LgK2","p4.4"
"M0171","LgK2","p4.6"
"M0171","LgK2","p4.4"
"M0173","LgK2","p4.6"
"M0173","LgK2","p4.4"
"M0173","ENE0","p4.4"
"M0173","ENE0","p4.2"
"M0177","LgK2","p4.6"
"M0177","LgK2","p4.4"
"M0178","LgK2","p4.6"
"M0178","LgK2","p4.4"
"M0182","LgK2","p4.6"
"M0182","LgK2","p4.4"
"M0183","LgK2","p4.6"
"M0183","LgK2","p4.4"
"M0184","LgK2","p4.6"
"M0184","LgK2","p4.4"
"M0185","LgK2","p4.6"
"M0185","LgK2","p4.4"
"M0186","LgK2","p4.6"
"M0186","LgK2","p4.4"
"M0187","LgK2","p4.6"
"M0187","LgK2","p4.4"
"M0188","LgK2","p4.6"
"M0188","LgK2","p4.4"
"M0189","LgK1","p4.8"
"M0189","LgK1","p4.6"
"M0191","LgK2","p4.6"
"M0191","LgK2","p4.4"
"M0191","TRB2","p3.6"
"M0191","TRB2","p3.4"
"M0192","LgK2","p4.6"
"M0192","LgK2","p4.4"
"M0193","LgK2","p4.6"
"M0193","LgK2","p4.4"
"M0194","TRB1","p3.8"
"M0195","SBK1","p5.0"
"M0195","SBK1","p4.8"
"M0195","LgK2","p4.6"
"M0195","LgK2","p4.4"
"M0195","ENE0","p4.4"
"M0195","ENE0","p4.2"
"M0196","TRB1","p3.8"
"M0197","LgK1","p4.8"
"M0197","LgK1","p4.6"
"M0198","TRB2","p3.6"
"M0198","TRB2","p3.4"
"M0199","ENE0","p4.4"
"M0199","ENE0","p4.2"
"M0201","LgK2","p4.6"
"M0201","LgK2","p4.4"
"M0202","LgK2","p4.6"
"M0202","LgK2","p4.4"
"M0203","LgK2","p4.6"
"M0203","LgK2","p4.4"
"M0204","LgK2","p4.6"
"M0204","LgK2","p4.4"
"M0204","TRB2","p3.6"
"M0204","TRB2","p3.4"
"M0205","LgK2","p4.6"
"M0205","LgK2","p4.4"
"M0205","ENE0","p4.4"
"M0205","ENE0","p4.2"
"M0205","TRB2","p3.6"
"M0205","TRB2","p3.4"
"M0206","LgK2","p4.6"
"M0206","LgK2","p4.4"
"M0206","TRB1","p3.8"
"M0206","TRB2","p3.6"
"M0206","TRB2","p3.4"
"M0207","LgK2","p4.6"
"M0207","LgK2","p4.4"
"M0208","LgK2","p4.6"
"M0208","LgK2","p4.4"
"M0209","LgK2","p4.6"
"M0209","LgK2","p4.4"
"M0211","LgK2","p4.6"
"M0211","LgK2","p4.4"
"M0211","ENE0","p4.4"
"M0211","ENE0","p4.2"
"M0212","LgK2","p4.6"
"M0212","LgK2","p4.4"
"M0212","ENE0","p4.4"
"M0212","ENE0","p4.2"
"M0214","LgK2","p4.6"
"M0214","LgK2","p4.4"
"M0215","LgK2","p4.6"
"M0215","LgK2","p4.4"
"M0215","TRB2","p3.6"
"M0215","TRB2","p3.4"
"M0216","LgK2","p4.6"
"M0216","LgK2","p4.4"
"M0216","TRB2","p3.6"
"M0216","TRB2","p3.4"
"M0218","TRB1","p3.8"
"M0218","TRB2","p3.6"
"M0218","TRB2","p3.4"
"M0221","LgK2","p4.6"
"M0221","LgK2","p4.4"
"M0222","ENE0","p4.4"
"M0222","ENE0","p4.2"
"M0223","LgK2","p4.6"
"M0223","LgK2","p4.4"
"M0224","LgK2","p4.6"
"M0224","LgK2","p4.4"
"M0225","LgK2","p4.6"
"M0225","LgK2","p4.4"
"M0226","LgK2","p4.6"
"M0226","LgK2","p4.4"
"M0227","LgK2","p4.6"
"M0227","LgK2","p4.4"
"M0228","ENE0","p4.4"
"M0228","ENE0","p4.2"
"M0229","LgK2","p4.6"
"M0229","LgK2","p4.4"
"M0230","ENE0","p4.4"
"M0230","ENE0","p4.2"
"M0231","TRB1","p3.8"
"M0232","LgK2","p4.6"
"M0232","LgK2","p4.4"
"M0233","LgK2","p4.6"
"M0233","LgK2","p4.4"
"M0234","SBK1","p5.0"
"M0234","SBK1","p4.8"
"M0235","LgK2","p4.6"
"M0235","LgK2","p4.4"
"M0236","LgK2","p4.6"
"M0236","LgK2","p4.4"
"M0236","TRB2","p3.6"
"M0236","TRB2","p3.4"
"M0237","LgK2","p4.6"
"M0237","LgK2","p4.4"
"M0237","TRB2","p3.6"
"M0237","TRB2","p3.4"
"M0238","LgK2","p4.6"
"M0238","LgK2","p4.4"
"M0239","LgK2","p4.6"
"M0239","LgK2","p4.4"
"M0240","LgK2","p4.6"
"M0240","LgK2","p4.4"
"M0241","ENE0","p4.4"
"M0241","ENE0","p4.2"
"M0242","LgK2","p4.6"
"M0242","LgK2","p4.4"
"M0243","LgK2","p4.6"
"M0243","LgK2","p4.4"
"M0244","LgK2","p4.6"
"M0244","LgK2","p4.4"
"M0245","LgK2","p4.6"
"M0245","LgK2","p4.4"
"M0245","ENE0","p4.4"
"M0245","ENE0","p4.2"
"M0245","TRB1","p3.8"
"M0245","TRB2","p3.6"
"M0245","TRB2","p3.4"
"M0246","LgK2","p4.6"
"M0246","LgK2","p4.4"
"M0247","LgK2","p4.6"
"M0247","LgK2","p4.4"
"M0248","LgK2","p4.6"
"M0248","LgK2","p4.4"
"M0249","LgK2","p4.6"
"M0249","LgK2","p4.4"
"M0250","TRB2","p3.6"
"M0250","TRB2","p3.4"
"M0251","TRB1","p3.8"
"M0253","LgK2","p4.6"
"M0253","LgK2","p4.4"
"M0254","LgK2","p4.6"
"M0254","LgK2","p4.4"
"M0255","LgK2","p4.6"
"M0255","LgK2","p4.4"
"M0255","ENE0","p4.4"
"M0255","ENE0","p4.2"
"M0256","TRB2","p3.6"
"M0256","TRB2","p3.4"
"M0257","LgK2","p4.6"
"M0257","LgK2","p4.4"
"M0258","LgK2","p4.6"
"M0258","LgK2","p4.4"
"M0259","LgK2","p4.6"
"M0259","LgK2","p4.4"
"M0262","LgK2","p4.6"
"M0262","LgK2","p4.4"
"M0263","LgK2","p4.6"
"M0263","LgK2","p4.4"
"M0264","ENE0","p4.4"
"M0264","ENE0","p4.2"
"M0265","LgK1","p4.8"
"M0265","LgK1","p4.6"
"M0266","LgK2","p4.6"
"M0266","LgK2","p4.4"
"M0267","LgK2","p4.6"
"M0267","LgK2","p4.4"
"M0267","ENE0","p4.4"
"M0267","ENE0","p4.2"
"M0269","TRB1","p3.8"
"M0270","LgK2","p4.6"
"M0270","LgK2","p4.4"
"M0272","LgK2","p4.6"
"M0272","LgK2","p4.4"
"M0275","LgK1","p4.8"
"M0275","LgK1","p4.6"
"M0275","LgK2","p4.6"
"M0275","LgK2","p4.4"
"M0278","LgK1","p4.8"
"M0278","LgK1","p4.6"
"M0279","LgK1","p4.8"
"M0279","LgK1","p4.6"
"M0279","ENE0","p4.4"
"M0279","ENE0","p4.2"
"M0280","LgK1","p4.8"
"M0280","LgK1","p4.6"
"M0282","LgK1","p4.8"
"M0282","LgK1","p4.6"
"M0283","LgK1","p4.8"
"M0283","LgK1","p4.6"
"M0285","LgK2","p4.6"
"M0285","LgK2","p4.4"
"M0285","ENE0","p4.4"
"M0285","ENE0","p4.2"
"M0287","LgK2","p4.6"
"M0287","LgK2","p4.4"
"M0288","LgK2","p4.6"
"M0288","LgK2","p4.4"
"M0289","LgK2","p4.6"
"M0289","LgK2","p4.4"
"M0290","LgK2","p4.6"
"M0290","LgK2","p4.4"
"M0290","TRB1","p3.8"
"M0291","ENE0","p4.4"
"M0291","ENE0","p4.2"
"M0292","LgK2","p4.6"
"M0292","LgK2","p4.4"
"M0293","LgK2","p4.6"
"M0293","LgK2","p4.4"
"M0294","LgK1","p4.8"
"M0294","LgK1","p4.6"
"M0294","LgK2","p4.6"
"M0294","LgK2","p4.4"
"M0299","LgK1","p4.8"
"M0299","LgK1","p4.6"
"M0302","SBK1","p5.0"
"M0302","SBK1","p4.8"
"M0302","LgK2","p4.6"
"M0302","LgK2","p4.4"
"M0302","TRB1","p3.8"
"M0304","LgK1","p4.8"
"M0304","LgK1","p4.6"
"M0306","LgK1","p4.8"
"M0306","LgK1","p4.6"
"M0307","TRB1","p3.8"
"M0307","TRB2","p3.6"
"M0307","TRB2","p3.4"
"M0309","ENE0","p4.4"
"M0309","ENE0","p4.2"
"M0309","TRB2","p3.6"
"M0309","TRB2","p3.4"
"M0311","LgK2","p4.6"
"M0311","LgK2","p4.4"
"M0313","LgK2","p4.6"
"M0313","LgK2","p4.4"
"M0313","TRB1","p3.8"
"M0315","LgK1","p4.8"
"M0315","LgK1","p4.6"
"M0318","LgK1","p4.8"
"M0318","LgK1","p4.6"
"M0320","LgK2","p4.6"
"M0320","LgK2","p4.4"
"M0320","ENE0","p4.4"
"M0320","ENE0","p4.2"
"M0320","TRB1","p3.8"
"M0324","LgK2","p4.6"
"M0324","LgK2","p4.4"
"M0325","LgK2","p4.6"
"M0325","LgK2","p4.4"
"M0326","LgK2","p4.6"
"M0326","LgK2","p4.4"
"M0327","TRB2","p3.6"
"M0327","TRB2","p3.4"
"M0328","LgK2","p4.6"
"M0328","LgK2","p4.4"
"M0329","LgK2","p4.6"
"M0329","LgK2","p4.4"
"M0330","TRB2","p3.6"
"M0330","TRB2","p3.4"
"M0331","LgK1","p4.8"
"M0331","LgK1","p4.6"
"M0332","LgK1","p4.8"
"M0332","LgK1","p4.6"
"M0332","LgK2","p4.6"
"M0332","LgK2","p4.4"
"M0333","LgK2","p4.6"
"M0333","LgK2","p4.4"
"M0333","TRB2","p3.6"
"M0333","TRB2","p3.4"
"M0334","ENE0","p4.4"
"M0334","ENE0","p4.2"
"M0336","TRB1","p3.8"
"M0337","LgK2","p4.6"
"M0337","LgK2","p4.4"
"M0338","LgK2","p4.6"
"M0338","LgK2","p4.4"
"M0339","TRB1","p3.8"
"M0339","TRB2","p3.6"
"M0339","TRB2","p3.4"
"M0340","SBK1","p5.0"
"M0340","SBK1","p4.8"
"M0340","LgK2","p4.6"
"M0340","LgK2","p4.4"
"M0340","ENE0","p4.4"
"M0340","ENE0","p4.2"
"M0340","TRB1","p3.8"
"M0341","LgK2","p4.6"
"M0341","LgK2","p4.4"
"M0341","ENE0","p4.4"
"M0341","ENE0","p4.2"
"M0341","TRB2","p3.6"
"M0341","TRB2","p3.4"
"M0342","LgK2","p4.6"
"M0342","LgK2","p4.4"
"M0343","SBK1","p5.0"
"M0343","SBK1","p4.8"
"M0343","LgK2","p4.6"
"M0343","LgK2","p4.4"
"M0344","ENE0","p4.4"
"M0344","ENE0","p4.2"
"M0347","LgK2","p4.6"
"M0347","LgK2","p4.4"
"M0348","LgK2","p4.6"
"M0348","LgK2","p4.4"
"M0349","LgK2","p4.6"
"M0349","LgK2","p4.4"
"M0351","LgK2","p4.6"
"M0351","LgK2","p4.4"
"M0352","LgK1","p4.8"
"M0352","LgK1","p4.6"
"M0352","ENE0","p4.4"
"M0352","ENE0","p4.2"
"M0352","TRB1","p3.8"
"M0353","LgK2","p4.6"
"M0353","LgK2","p4.4"
"M0354","LgK1","p4.8"
"M0354","LgK1","p4.6"
"M0356","LgK1","p4.8"
"M0356","LgK1","p4.6"
"M0360","LgK2","p4.6"
"M0360","LgK2","p4.4"
"M0362","SBK1","p5.0"
"M0362","SBK1","p4.8"
"M0362","LgK1","p4.8"
"M0362","LgK1","p4.6"
"M0363","LgK2","p4.6"
"M0363","LgK2","p4.4"
"M0364","SBK1","p5.0"
"M0364","SBK1","p4.8"
"M0364","LgK2","p4.6"
"M0364","LgK2","p4.4"
"M0365","LgK2","p4.6"
"M0365","LgK2","p4.4"
"M0366","ENE0","p4.4"
"M0366","ENE0","p4.2"
"M0367","LgK2","p4.6"
"M0367","LgK2","p4.4"
"M0368","SBK1","p5.0"
"M0368","SBK1","p4.8"
"M0370","LgK1","p4.8"
"M0370","LgK1","p4.6"
"M0372","LgK1","p4.8"
"M0372","LgK1","p4.6"
"M0373","TRB2","p3.6"
"M0373","TRB2","p3.4"
"M0374","SBK1","p5.0"
"M0374","SBK1","p4.8"
"M0375","LgK2","p4.6"
"M0375","LgK2","p4.4"
"M0378","LgK1","p4.8"
"M0378","LgK1","p4.6"
"M0378","LgK2","p4.6"
"M0378","LgK2","p4.4"
"M0379","LgK1","p4.8"
"M0379","LgK1","p4.6"
"M0380","LgK1","p4.8"
"M0380","LgK1","p4.6"
"M0382","ENE0","p4.4"
"M0382","ENE0","p4.2"
"M0383","LgK2","p4.6"
"M0383","LgK2","p4.4"
"M0384","LgK2","p4.6"
"M0384","LgK2","p4.4"
"M0385","SBK1","p5.0"
"M0385","SBK1","p4.8"
"M0386","LgK2","p4.6"
"M0386","LgK2","p4.4"
"M0387","LgK2","p4.6"
"M0387","LgK2","p4.4"
"M0388","ENE0","p4.4"
"M0388","ENE0","p4.2"
"M0388","TRB1","p3.8"
"M0390","LgK2","p4.6"
"M0390","LgK2","p4.4"
"M0391","LgK2","p4.6"
"M0391","LgK2","p4.4"
"M0393","LgK2","p4.6"
"M0393","LgK2","p4.4"
"M0398","LgK2","p4.6"
"M0398","LgK2","p4.4"
"M0399","LgK2","p4.6"
"M0399","LgK2","p4.4"
"M0401","ENE0","p4.4"
"M0401","ENE0","p4.2"
"M0401","TRB2","p3.6"
"M0401","TRB2","p3.4"
"M0402","SBK1","p5.0"
"M0402","SBK1","p4.8"
"M0403","LgK2","p4.6"
"M0403","LgK2","p4.4"
"M0404","LgK2","p4.6"
"M0404","LgK2","p4.4"
"M0405","LgK2","p4.6"
"M0405","LgK2","p4.4"
"M0406","LgK2","p4.6"
"M0406","LgK2","p4.4"
"M0408","LgK2","p4.6"
"M0408","LgK2","p4.4"
"M0409","LgK2","p4.6"
"M0409","LgK2","p4.4"
"M0411","SBK1","p5.0"
"M0411","SBK1","p4.8"
"M0413","LgK2","p4.6"
"M0413","LgK2","p4.4"
"M0415","SBK1","p5.0"
"M0415","SBK1","p4.8"
"M0416","LgK2","p4.6"
"M0416","LgK2","p4.4"
"M0421","ENE0","p4.4"
"M0421","ENE0","p4.2"
"M0422","LgK2","p4.6"
"M0422","LgK2","p4.4"
"M0424","TRB1","p3.8"
"M0425","LgK1","p4.8"
"M0425","LgK1","p4.6"
"M0425","LgK2","p4.6"
"M0425","LgK2","p4.4"
"M0425","ENE0","p4.4"
"M0425","ENE0","p4.2"
"M0429","LgK2","p4.6"
"M0429","LgK2","p4.4"
"M0430","TRB2","p3.6"
"M0430","TRB2","p3.4"
"M0432","LgK2","p4.6"
"M0432","LgK2","p4.4"
"M0434","LgK1","p4.8"
"M0434","LgK1","p4.6"
"M0439","LgK1","p4.8"
"M0439","LgK1","p4.6"
"M0440","LgK2","p4.6"
"M0440","LgK2","p4.4"
"M0441","LgK2","p4.6"
"M0441","LgK2","p4.4"
"M0442","LgK2","p4.6"
"M0442","LgK2","p4.4"
"M0442","ENE0","p4.4"
"M0442","ENE0","p4.2"
"M0443","TRB2","p3.6"
"M0443","TRB2","p3.4"
"M0445","ENE0","p4.4"
"M0445","ENE0","p4.2"
"M0446","ENE0","p4.4"
"M0446","ENE0","p4.2"
"M0447","ENE0","p4.4"
"M0447","ENE0","p4.2"
"M0449","LgK1","p4.8"
"M0449","LgK1","p4.6"
"M0450","LgK2","p4.6"
"M0450","LgK2","p4.4"
"M0451","LgK2","p4.6"
"M0451","LgK2","p4.4"
"M0452","LgK2","p4.6"
"M0452","LgK2","p4.4"
"M0453","LgK2","p4.6"
"M0453","LgK2","p4.4"
"M0454","LgK2","p4.6"
"M0454","LgK2","p4.4"
"M0458","LgK1","p4.8"
"M0458","LgK1","p4.6"
"M0459","LgK1","p4.8"
"M0459","LgK1","p4.6"
"M0460","LgK2","p4.6"
"M0460","LgK2","p4.4"
"M0462","LgK2","p4.6"
"M0462","LgK2","p4.4"
"M0463","TRB1","p3.8"
"M0464","LgK2","p4.6"
"M0464","LgK2","p4.4"
"M0473","LgK1","p4.8"
"M0473","LgK1","p4.6"
"M0477","LgK2","p4.6"
"M0477","LgK2","p4.4"
"M0479","LgK2","p4.6"
"M0479","LgK2","p4.4"
"M0480","LgK2","p4.6"
"M0480","LgK2","p4.4"
"M0481","LgK2","p4.6"
"M0481","LgK2","p4.4"
"M0482","LgK2","p4.6"
"M0482","LgK2","p4.4"
"M0484","LgK1","p4.8"
"M0484","LgK1","p4.6"
"M0485","LgK1","p4.8"
"M0485","LgK1","p4.6"
"M0486","LgK2","p4.6"
"M0486","LgK2","p4.4"
"M0487","LgK2","p4.6"
"M0487","LgK2","p4.4"
"M0489","LgK2","p4.6"
"M0489","LgK2","p4.4"
"M0490","LgK2","p4.6"
"M0490","LgK2","p4.4"
"M0494","LgK1","p4.8"
"M0494","LgK1","p4.6"
"M0496","LgK2","p4.6"
"M0496","LgK2","p4.4"
"M0497","LgK1","p4.8"
"M0497","LgK1","p4.6"
"M0498","LgK1","p4.8"
"M0498","LgK1","p4.6"
"M0499","SBK1","p5.0"
"M0499","SBK1","p4.8"
"M0501","LgK2","p4.6"
"M0501","LgK2","p4.4"
"M0502","SBK1","p5.0"
"M0502","SBK1","p4.8"
"M0502","LgK1","p4.8"
"M0502","LgK1","p4.6"
"M0504","LgK2","p4.6"
"M0504","LgK2","p4.4"
"M0505","LgK1","p4.8"
"M0505","LgK1","p4.6"
"M0506","LgK2","p4.6"
"M0506","LgK2","p4.4"
"M0507","LgK2","p4.6"
"M0507","LgK2","p4.4"
"M0508","LgK2","p4.6"
"M0508","LgK2","p4.4"
"M0509","LgK1","p4.8"
"M0509","LgK1","p4.6"
"M0509","LgK2","p4.6"
"M0509","LgK2","p4.4"
"M0510","LgK2","p4.6"
"M0510","LgK2","p4.4"
"M0511","LgK2","p4.6"
"M0511","LgK2","p4.4"
"M0512","LgK1","p4.8"
"M0512","LgK1","p4.6"
"M0512","ENE0","p4.4"
"M0512","ENE0","p4.2"
"M0513","LgK1","p4.8"
"M0513","LgK1","p4.6"
"M0515","LgK1","p4.8"
"M0515","LgK1","p4.6"
"M0515","TRB1","p3.8"
"M0517","LgK1","p4.8"
"M0517","LgK1","p4.6"
"M0519","LgK1","p4.8"
"M0519","LgK1","p4.6"
"M0521","LgK2","p4.6"
"M0521","LgK2","p4.4"
"M0522","TRB1","p3.8"
"M0522","TRB2","p3.6"
"M0522","TRB2","p3.4"
"M0523","LgK2","p4.6"
"M0523","LgK2","p4.4"
"M0523","TRB1","p3.8"
"M0523","TRB2","p3.6"
"M0523","TRB2","p3.4"
"M0524","LgK2","p4.6"
"M0524","LgK2","p4.4"
"M0526","LgK2","p4.6"
"M0526","LgK2","p4.4"
"M0526","ENE0","p4.4"
"M0526","ENE0","p4.2"
"M0527","LgK2","p4.6"
"M0527","LgK2","p4.4"
"M0527","ENE0","p4.4"
"M0527","ENE0","p4.2"
"M0530","LgK2","p4.6"
"M0530","LgK2","p4.4"
"M0531","LgK2","p4.6"
"M0531","LgK2","p4.4"
"M0532","LgK2","p4.6"
"M0532","LgK2","p4.4"
"M0532","TRB2","p3.6"
"M0532","TRB2","p3.4"
"M0533","LgK2","p4.6"
"M0533","LgK2","p4.4"
"M0534","LgK2","p4.6"
"M0534","LgK2","p4.4"
"M0536","LgK2","p4.6"
"M0536","LgK2","p4.4"
"M0537","LgK2","p4.6"
"M0537","LgK2","p4.4"
"M0539","LgK2","p4.6"
"M0539","LgK2","p4.4"
"M0542","LgK2","p4.6"
"M0542","LgK2","p4.4"
"M0543","ENE0","p4.4"
"M0543","ENE0","p4.2"
"M0544","LgK2","p4.6"
"M0544","LgK2","p4.4"
"M0547","ENE0","p4.4"
"M0547","ENE0","p4.2"
"M0549","ENE0","p4.4"
"M0549","ENE0","p4.2"
"M0550","LgK2","p4.6"
"M0550","LgK2","p4.4"
"M0550","ENE0","p4.4"
"M0550","ENE0","p4.2"
"M0551","SBK1","p5.0"
"M0551","SBK1","p4.8"
"M0551","LgK2","p4.6"
"M0551","LgK2","p4.4"
"M0552","ENE0","p4.4"
"M0552","ENE0","p4.2"
"M0553","LgK2","p4.6"
"M0553","LgK2","p4.4"
"M0554","LgK2","p4.6"
"M0554","LgK2","p4.4"
"M0554","ENE0","p4.4"
"M0554","ENE0","p4.2"
"M0554","TRB1","p3.8"
"M0554","TRB2","p3.6"
"M0554","TRB2","p3.4"
"M0555","LgK2","p4.6"
"M0555","LgK2","p4.4"
"M0556","LgK2","p4.6"
"M0556","LgK2","p4.4"
"M0556","ENE0","p4.4"
"M0556","ENE0","p4.2"
"M0557","LgK1","p4.8"
"M0557","LgK1","p4.6"
"M0559","ENE0","p4.4"
"M0559","ENE0","p4.2"
"M0560","LgK2","p4.6"
"M0560","LgK2","p4.4"
"M0560","TRB1","p3.8"
"M0562","LgK2","p4.6"
"M0562","LgK2","p4.4"
"M0563","LgK2","p4.6"
"M0563","LgK2","p4.4"
"M0564","LgK2","p4.6"
"M0564","LgK2","p4.4"
"M0565","LgK2","p4.6"
"M0565","LgK2","p4.4"
"M0565","ENE0","p4.4"
"M0565","ENE0","p4.2"
"M0566","LgK2","p4.6"
"M0566","LgK2","p4.4"
"M0567","ENE0","p4.4"
"M0567","ENE0","p4.2"
"M0568","SBK1","p5.0"
"M0568","SBK1","p4.8"
"M0568","LgK2","p4.6"
"M0568","LgK2","p4.4"
"M0568","ENE0","p4.4"
"M0568","ENE0","p4.2"
"M0569","LgK2","p4.6"
"M0569","LgK2","p4.4"
"M0570","LgK2","p4.6"
"M0570","LgK2","p4.4"
"M0571","LgK2","p4.6"
"M0571","LgK2","p4.4"
