"id","chrono","period"
"M0572","ENE0","p4.4"
"M0572","ENE0","p4.2"
"M0573","LgK2","p4.6"
"M0573","LgK2","p4.4"
"M0574","LgK2","p4.6"
"M0574","LgK2","p4.4"
"M0575","LgK1","p4.8"
"M0575","LgK1","p4.6"
"M0576","LgK2","p4.6"
"M0576","LgK2","p4.4"
"M0576","TRB1","p3.8"
"M0576","TRB2","p3.6"
"M0576","TRB2","p3.4"
"M0578","TRB1","p3.8"
"M0579","LgK1","p4.8"
"M0579","LgK1","p4.6"
"M0580","SBK1","p5.0"
"M0580","SBK1","p4.8"
"M0583","LgK1","p4.8"
"M0583","LgK1","p4.6"
"M0584","LgK1","p4.8"
"M0584","LgK1","p4.6"
"M0584","LgK2","p4.6"
"M0584","LgK2","p4.4"
"M0585","LgK2","p4.6"
"M0585","LgK2","p4.4"
"M0586","LgK2","p4.6"
"M0586","LgK2","p4.4"
"M0587","LgK1","p4.8"
"M0587","LgK1","p4.6"
"M0587","LgK2","p4.6"
"M0587","LgK2","p4.4"
"M0589","LgK2","p4.6"
"M0589","LgK2","p4.4"
"M0590","LgK2","p4.6"
"M0590","LgK2","p4.4"
"M0601","ENE0","p4.4"
"M0601","ENE0","p4.2"
"M0602","LgK1","p4.8"
"M0602","LgK1","p4.6"
"M0604","ENE0","p4.4"
"M0604","ENE0","p4.2"
"M0607","SBK1","p5.0"
"M0607","SBK1","p4.8"
"M0607","LgK2","p4.6"
"M0607","LgK2","p4.4"
"M0607","ENE0","p4.4"
"M0607","ENE0","p4.2"
"M0609","ENE0","p4.4"
"M0609","ENE0","p4.2"
"M0611","TRB1","p3.8"
"M0612","TRB1","p3.8"
"M0614","SBK1","p5.0"
"M0614","SBK1","p4.8"
"M0614","LgK1","p4.8"
"M0614","LgK1","p4.6"
"M0614","LgK2","p4.6"
"M0614","LgK2","p4.4"
"M0616","TRB1","p3.8"
"M0617","TRB2","p3.6"
"M0617","TRB2","p3.4"
"M0619","LgK1","p4.8"
"M0619","LgK1","p4.6"
"M0620","LgK1","p4.8"
"M0620","LgK1","p4.6"
"M0621","TRB2","p3.6"
"M0621","TRB2","p3.4"
"M0622","ENE0","p4.4"
"M0622","ENE0","p4.2"
"M0623","LgK2","p4.6"
"M0623","LgK2","p4.4"
"M0626","LgK2","p4.6"
"M0626","LgK2","p4.4"
"M0627","TRB2","p3.6"
"M0627","TRB2","p3.4"
"M0629","ENE0","p4.4"
"M0629","ENE0","p4.2"
"M0629","TRB2","p3.6"
"M0629","TRB2","p3.4"
"M0630","LgK2","p4.6"
"M0630","LgK2","p4.4"
"M0631","LgK2","p4.6"
"M0631","LgK2","p4.4"
"M0632","LgK2","p4.6"
"M0632","LgK2","p4.4"
"M0633","LgK2","p4.6"
"M0633","LgK2","p4.4"
"M0636","LgK2","p4.6"
"M0636","LgK2","p4.4"
"M0638","LgK2","p4.6"
"M0638","LgK2","p4.4"
"M0641","SBK1","p5.0"
"M0641","SBK1","p4.8"
"M0642","LgK2","p4.6"
"M0642","LgK2","p4.4"
"M0643","LgK1","p4.8"
"M0643","LgK1","p4.6"
"M0644","LgK2","p4.6"
"M0644","LgK2","p4.4"
"M0645","LgK1","p4.8"
"M0645","LgK1","p4.6"
"M0646","LgK2","p4.6"
"M0646","LgK2","p4.4"
"M0648","LgK2","p4.6"
"M0648","LgK2","p4.4"
"M0649","LgK2","p4.6"
"M0649","LgK2","p4.4"
"M0649","ENE0","p4.4"
"M0649","ENE0","p4.2"
"M0650","LgK2","p4.6"
"M0650","LgK2","p4.4"
"M0651","LgK2","p4.6"
"M0651","LgK2","p4.4"
"M0652","SBK1","p5.0"
"M0652","SBK1","p4.8"
"M0652","SBK2","p4.8"
"M0652","LgK2","p4.6"
"M0652","LgK2","p4.4"
"M0652","ENE0","p4.4"
"M0652","ENE0","p4.2"
"M0652","TRB2","p3.6"
"M0652","TRB2","p3.4"
"M0653","SBK1","p5.0"
"M0653","SBK1","p4.8"
"M0654","LgK1","p4.8"
"M0654","LgK1","p4.6"
"M0656","ENE0","p4.4"
"M0656","ENE0","p4.2"
"M0658","SBK1","p5.0"
"M0658","SBK1","p4.8"
"M0659","LgK1","p4.8"
"M0659","LgK1","p4.6"
"M0659","LgK2","p4.6"
"M0659","LgK2","p4.4"
"M0661","LgK2","p4.6"
"M0661","LgK2","p4.4"
"M0661","TRB2","p3.6"
"M0661","TRB2","p3.4"
"M0662","SBK1","p5.0"
"M0662","SBK1","p4.8"
"M0663","LgK2","p4.6"
"M0663","LgK2","p4.4"
"M0664","LgK2","p4.6"
"M0664","LgK2","p4.4"
"M0666","LgK2","p4.6"
"M0666","LgK2","p4.4"
"M0667","LgK2","p4.6"
"M0667","LgK2","p4.4"
"M0668","LgK2","p4.6"
"M0668","LgK2","p4.4"
"M0669","LgK2","p4.6"
"M0669","LgK2","p4.4"
"M0674","LgK2","p4.6"
"M0674","LgK2","p4.4"
"M0675","LgK2","p4.6"
"M0675","LgK2","p4.4"
"M0676","SBK1","p5.0"
"M0676","SBK1","p4.8"
"M0676","LgK2","p4.6"
"M0676","LgK2","p4.4"
"M0676","ENE0","p4.4"
"M0676","ENE0","p4.2"
"M0676","TRB1","p3.8"
"M0676","TRB2","p3.6"
"M0676","TRB2","p3.4"
"M0678","TRB1","p3.8"
"M0679","LgK1","p4.8"
"M0679","LgK1","p4.6"
"M0679","LgK2","p4.6"
"M0679","LgK2","p4.4"
"M0679","ENE0","p4.4"
"M0679","ENE0","p4.2"
"M0680","LgK1","p4.8"
"M0680","LgK1","p4.6"
"M0681","TRB2","p3.6"
"M0681","TRB2","p3.4"
"M0682","ENE0","p4.4"
"M0682","ENE0","p4.2"
"M0684","LgK1","p4.8"
"M0684","LgK1","p4.6"
"M0685","LgK2","p4.6"
"M0685","LgK2","p4.4"
"M0687","TRB1","p3.8"
"M0688","LgK2","p4.6"
"M0688","LgK2","p4.4"
"M0689","LgK2","p4.6"
"M0689","LgK2","p4.4"
"M0690","LgK2","p4.6"
"M0690","LgK2","p4.4"
"M0694","LgK2","p4.6"
"M0694","LgK2","p4.4"
"M0695","LgK2","p4.6"
"M0695","LgK2","p4.4"
"M0696","LgK2","p4.6"
"M0696","LgK2","p4.4"
"M0696","TRB1","p3.8"
"M0696","TRB2","p3.6"
"M0696","TRB2","p3.4"
"M0698","SBK1","p5.0"
"M0698","SBK1","p4.8"
"M0699","LgK1","p4.8"
"M0699","LgK1","p4.6"
"M0700","LgK2","p4.6"
"M0700","LgK2","p4.4"
"M0700","ENE0","p4.4"
"M0700","ENE0","p4.2"
"M0700","TRB2","p3.6"
"M0700","TRB2","p3.4"
"M0701","SBK2","p4.8"
"M0701","LgK1","p4.8"
"M0701","LgK1","p4.6"
"M0701","LgK2","p4.6"
"M0701","LgK2","p4.4"
"M0701","ENE0","p4.4"
"M0701","ENE0","p4.2"
"M0702","ENE0","p4.4"
"M0702","ENE0","p4.2"
"M0702","TRB1","p3.8"
"M0703","TRB2","p3.6"
"M0703","TRB2","p3.4"
"M0704","LgK2","p4.6"
"M0704","LgK2","p4.4"
"M0705","LgK2","p4.6"
"M0705","LgK2","p4.4"
"M0707","LgK2","p4.6"
"M0707","LgK2","p4.4"
"M0708","LgK2","p4.6"
"M0708","LgK2","p4.4"
"M0709","ENE0","p4.4"
"M0709","ENE0","p4.2"
"M0712","LgK2","p4.6"
"M0712","LgK2","p4.4"
"M0712","ENE0","p4.4"
"M0712","ENE0","p4.2"
"M0713","LgK2","p4.6"
"M0713","LgK2","p4.4"
"M0725","LgK1","p4.8"
"M0725","LgK1","p4.6"
"M0725","LgK2","p4.6"
"M0725","LgK2","p4.4"
"M0726","TRB1","p3.8"
"M0727","LgK2","p4.6"
"M0727","LgK2","p4.4"
"M0728","LgK2","p4.6"
"M0728","LgK2","p4.4"
"M0729","TRB1","p3.8"
"M0730","LgK2","p4.6"
"M0730","LgK2","p4.4"
"M0734","LgK1","p4.8"
"M0734","LgK1","p4.6"
"M0734","LgK2","p4.6"
"M0734","LgK2","p4.4"
"M0735","LgK2","p4.6"
"M0735","LgK2","p4.4"
"M0736","SBK1","p5.0"
"M0736","SBK1","p4.8"
"M0736","LgK1","p4.8"
"M0736","LgK1","p4.6"
"M0738","SBK1","p5.0"
"M0738","SBK1","p4.8"
"M0738","LgK1","p4.8"
"M0738","LgK1","p4.6"
"M0738","LgK2","p4.6"
"M0738","LgK2","p4.4"
"M0738","TRB1","p3.8"
"M0740","TRB2","p3.6"
"M0740","TRB2","p3.4"
"M0741","LgK2","p4.6"
"M0741","LgK2","p4.4"
"M0744","LgK2","p4.6"
"M0744","LgK2","p4.4"
"M0746","LgK2","p4.6"
"M0746","LgK2","p4.4"
"M0748","LgK2","p4.6"
"M0748","LgK2","p4.4"
"M0749","LgK2","p4.6"
"M0749","LgK2","p4.4"
"M0750","TRB1","p3.8"
"M0751","ENE0","p4.4"
"M0751","ENE0","p4.2"
"M0757","LgK2","p4.6"
"M0757","LgK2","p4.4"
"M0758","ENE0","p4.4"
"M0758","ENE0","p4.2"
"M0760","LgK2","p4.6"
"M0760","LgK2","p4.4"
"M0761","LgK2","p4.6"
"M0761","LgK2","p4.4"
"M0763","LgK2","p4.6"
"M0763","LgK2","p4.4"
"M0765","LgK2","p4.6"
"M0765","LgK2","p4.4"
"M0767","LgK1","p4.8"
"M0767","LgK1","p4.6"
"M0769","LgK1","p4.8"
"M0769","LgK1","p4.6"
"M0772","LgK2","p4.6"
"M0772","LgK2","p4.4"
"M0775","LgK2","p4.6"
"M0775","LgK2","p4.4"
"M0780","LgK1","p4.8"
"M0780","LgK1","p4.6"
"M0780","LgK2","p4.6"
"M0780","LgK2","p4.4"
"M0780","ENE0","p4.4"
"M0780","ENE0","p4.2"
"M0781","LgK2","p4.6"
"M0781","LgK2","p4.4"
"M0782","LgK2","p4.6"
"M0782","LgK2","p4.4"
"M0783","LgK2","p4.6"
"M0783","LgK2","p4.4"
"M0784","LgK2","p4.6"
"M0784","LgK2","p4.4"
"M0785","LgK1","p4.8"
"M0785","LgK1","p4.6"
"M0787","SBK1","p5.0"
"M0787","SBK1","p4.8"
"M0789","SBK1","p5.0"
"M0789","SBK1","p4.8"
"M0789","LgK1","p4.8"
"M0789","LgK1","p4.6"
"M0789","LgK2","p4.6"
"M0789","LgK2","p4.4"
"M0789","ENE0","p4.4"
"M0789","ENE0","p4.2"
"M0790","SBK1","p5.0"
"M0790","SBK1","p4.8"
"M0790","LgK2","p4.6"
"M0790","LgK2","p4.4"
"M0790","ENE0","p4.4"
"M0790","ENE0","p4.2"
"M0790","TRB1","p3.8"
"M0790","TRB2","p3.6"
"M0790","TRB2","p3.4"
"M0791","LgK1","p4.8"
"M0791","LgK1","p4.6"
"M0792","ENE0","p4.4"
"M0792","ENE0","p4.2"
"M0793","LgK2","p4.6"
"M0793","LgK2","p4.4"
"M0794","LgK2","p4.6"
"M0794","LgK2","p4.4"
"M0794","TRB2","p3.6"
"M0794","TRB2","p3.4"
"M0795","LgK2","p4.6"
"M0795","LgK2","p4.4"
"M0796","LgK2","p4.6"
"M0796","LgK2","p4.4"
"M0797","LgK2","p4.6"
"M0797","LgK2","p4.4"
"M0798","LgK2","p4.6"
"M0798","LgK2","p4.4"
"M0798","ENE0","p4.4"
"M0798","ENE0","p4.2"
"M0798","TRB1","p3.8"
"M0798","TRB2","p3.6"
"M0798","TRB2","p3.4"
"M0799","LgK2","p4.6"
"M0799","LgK2","p4.4"
"M0799","ENE0","p4.4"
"M0799","ENE0","p4.2"
"M0800","LgK2","p4.6"
"M0800","LgK2","p4.4"
"M0801","LgK2","p4.6"
"M0801","LgK2","p4.4"
"M0803","LgK2","p4.6"
"M0803","LgK2","p4.4"
"M0804","LgK2","p4.6"
"M0804","LgK2","p4.4"
"M0805","SBK1","p5.0"
"M0805","SBK1","p4.8"
"M0806","LgK1","p4.8"
"M0806","LgK1","p4.6"
"M0806","LgK2","p4.6"
"M0806","LgK2","p4.4"
"M0807","SBK1","p5.0"
"M0807","SBK1","p4.8"
"M0807","LgK1","p4.8"
"M0807","LgK1","p4.6"
"M0808","LgK2","p4.6"
"M0808","LgK2","p4.4"
"M0809","LgK2","p4.6"
"M0809","LgK2","p4.4"
"M0810","LgK1","p4.8"
"M0810","LgK1","p4.6"
"M0812","SBK1","p5.0"
"M0812","SBK1","p4.8"
"M0812","TRB2","p3.6"
"M0812","TRB2","p3.4"
"M0813","LgK2","p4.6"
"M0813","LgK2","p4.4"
"M0814","ENE0","p4.4"
"M0814","ENE0","p4.2"
"M0815","SBK1","p5.0"
"M0815","SBK1","p4.8"
"M0816","LgK2","p4.6"
"M0816","LgK2","p4.4"
"M0817","LgK2","p4.6"
"M0817","LgK2","p4.4"
"M0818","LgK1","p4.8"
"M0818","LgK1","p4.6"
"M0824","LgK1","p4.8"
"M0824","LgK1","p4.6"
"M0826","LgK2","p4.6"
"M0826","LgK2","p4.4"
"M0830","ENE0","p4.4"
"M0830","ENE0","p4.2"
"M0830","TRB2","p3.6"
"M0830","TRB2","p3.4"
"M0831","LgK2","p4.6"
"M0831","LgK2","p4.4"
"M0831","TRB2","p3.6"
"M0831","TRB2","p3.4"
"M0832","TRB2","p3.6"
"M0832","TRB2","p3.4"
"M0833","LgK2","p4.6"
"M0833","LgK2","p4.4"
"M0833","TRB2","p3.6"
"M0833","TRB2","p3.4"
"M0835","LgK2","p4.6"
"M0835","LgK2","p4.4"
"M0836","LgK2","p4.6"
"M0836","LgK2","p4.4"
"M0836","TRB2","p3.6"
"M0836","TRB2","p3.4"
"M0837","LgK2","p4.6"
"M0837","LgK2","p4.4"
"M0840","LgK1","p4.8"
"M0840","LgK1","p4.6"
"M0841","LgK1","p4.8"
"M0841","LgK1","p4.6"
"M0844","LgK1","p4.8"
"M0844","LgK1","p4.6"
"M0845","LgK1","p4.8"
"M0845","LgK1","p4.6"
"M0846","SBK1","p5.0"
"M0846","SBK1","p4.8"
"M0847","LgK1","p4.8"
"M0847","LgK1","p4.6"
"M0847","LgK2","p4.6"
"M0847","LgK2","p4.4"
"M0848","LgK2","p4.6"
"M0848","LgK2","p4.4"
"M0849","LgK1","p4.8"
"M0849","LgK1","p4.6"
"M0849","TRB1","p3.8"
"M0851","SBK1","p5.0"
"M0851","SBK1","p4.8"
"M0855","LgK2","p4.6"
"M0855","LgK2","p4.4"
"M0856","LgK1","p4.8"
"M0856","LgK1","p4.6"
"M0857","LgK2","p4.6"
"M0857","LgK2","p4.4"
"M0862","LgK2","p4.6"
"M0862","LgK2","p4.4"
"M0864","LgK2","p4.6"
"M0864","LgK2","p4.4"
"M0865","LgK2","p4.6"
"M0865","LgK2","p4.4"
"M0866","ENE0","p4.4"
"M0866","ENE0","p4.2"
"M0866","TRB1","p3.8"
"M0867","TRB1","p3.8"
"M0868","LgK2","p4.6"
"M0868","LgK2","p4.4"
"M0868","ENE0","p4.4"
"M0868","ENE0","p4.2"
"M0869","LgK2","p4.6"
"M0869","LgK2","p4.4"
"M0869","TRB1","p3.8"
"M0869","TRB2","p3.6"
"M0869","TRB2","p3.4"
"M0870","LgK1","p4.8"
"M0870","LgK1","p4.6"
"M0871","TRB1","p3.8"
"M0872","LgK2","p4.6"
"M0872","LgK2","p4.4"
"M0873","LgK1","p4.8"
"M0873","LgK1","p4.6"
"M0874","TRB1","p3.8"
"M0876","LgK2","p4.6"
"M0876","LgK2","p4.4"
"M0879","LgK2","p4.6"
"M0879","LgK2","p4.4"
"M0880","LgK2","p4.6"
"M0880","LgK2","p4.4"
"M0881","LgK2","p4.6"
"M0881","LgK2","p4.4"
"M0882","LgK2","p4.6"
"M0882","LgK2","p4.4"
"M0883","TRB2","p3.6"
"M0883","TRB2","p3.4"
"M0884","LgK2","p4.6"
"M0884","LgK2","p4.4"
"M0885","LgK2","p4.6"
"M0885","LgK2","p4.4"
"M0886","TRB1","p3.8"
"M0887","LgK2","p4.6"
"M0887","LgK2","p4.4"
"M0888","LgK2","p4.6"
"M0888","LgK2","p4.4"
"M0889","LgK2","p4.6"
"M0889","LgK2","p4.4"
"M0890","TRB1","p3.8"
"M0890","TRB2","p3.6"
"M0890","TRB2","p3.4"
"M0891","SBK1","p5.0"
"M0891","SBK1","p4.8"
"M0891","SBK2","p4.8"
"M0891","LgK2","p4.6"
"M0891","LgK2","p4.4"
"M0891","TRB2","p3.6"
"M0891","TRB2","p3.4"
"M0892","LgK2","p4.6"
"M0892","LgK2","p4.4"
"M0892","TRB1","p3.8"
"M0892","TRB2","p3.6"
"M0892","TRB2","p3.4"
"M0894","ENE0","p4.4"
"M0894","ENE0","p4.2"
"M0895","LgK1","p4.8"
"M0895","LgK1","p4.6"
"M0896","LgK2","p4.6"
"M0896","LgK2","p4.4"
"M0900","LgK2","p4.6"
"M0900","LgK2","p4.4"
"M0901","LgK2","p4.6"
"M0901","LgK2","p4.4"
"M0902","LgK2","p4.6"
"M0902","LgK2","p4.4"
"M0903","LgK2","p4.6"
"M0903","LgK2","p4.4"
"M0904","LgK2","p4.6"
"M0904","LgK2","p4.4"
"M0904","ENE0","p4.4"
"M0904","ENE0","p4.2"
"M0905","SBK1","p5.0"
"M0905","LgK2","p4.6"
"M0905","LgK2","p4.4"
"M0906","SBK1","p4.8"
"M0906","LgK1","p4.8"
"M0906","LgK1","p4.6"
"M0907","TRB1","p3.8"
"M0908","LgK2","p4.6"
"M0908","LgK2","p4.4"
"M0909","LgK2","p4.6"
"M0909","LgK2","p4.4"
"M0912","LgK2","p4.6"
"M0912","LgK2","p4.4"
"M0914","LgK1","p4.8"
"M0914","LgK1","p4.6"
"M0914","LgK2","p4.6"
"M0914","LgK2","p4.4"
"M0915","LgK1","p4.8"
"M0915","LgK1","p4.6"
"M0916","LgK2","p4.6"
"M0916","LgK2","p4.4"
"M0916","TRB2","p3.6"
"M0916","TRB2","p3.4"
"M0917","LgK2","p4.6"
"M0917","LgK2","p4.4"
"M0917","ENE0","p4.4"
"M0917","ENE0","p4.2"
"M0918","LgK1","p4.8"
"M0918","LgK1","p4.6"
"M0919","LgK1","p4.8"
"M0919","LgK1","p4.6"
"M0921","LgK1","p4.8"
"M0921","LgK1","p4.6"
"M0921","LgK2","p4.6"
"M0921","LgK2","p4.4"
"M0923","LgK2","p4.6"
"M0923","LgK2","p4.4"
"M0924","LgK2","p4.6"
"M0924","LgK2","p4.4"
"M0925","SBK1","p5.0"
"M0925","SBK1","p4.8"
"M0925","LgK2","p4.6"
"M0925","LgK2","p4.4"
"M0932","LgK2","p4.6"
"M0932","LgK2","p4.4"
"M0933","LgK2","p4.6"
"M0933","LgK2","p4.4"
"M0934","SBK1","p5.0"
"M0934","SBK1","p4.8"
"M0934","LgK1","p4.8"
"M0934","LgK1","p4.6"
"M0934","LgK2","p4.6"
"M0934","LgK2","p4.4"
"M0935","LgK2","p4.6"
"M0935","LgK2","p4.4"
"M0936","LgK2","p4.6"
"M0936","LgK2","p4.4"
"M0937","LgK1","p4.8"
"M0937","LgK1","p4.6"
"M0939","LgK2","p4.6"
"M0939","LgK2","p4.4"
"M0939","ENE0","p4.4"
"M0939","ENE0","p4.2"
"M0940","LgK2","p4.6"
"M0940","LgK2","p4.4"
"M0944","SBK1","p5.0"
"M0944","SBK1","p4.8"
"M0944","LgK2","p4.6"
"M0944","LgK2","p4.4"
"M0945","LgK2","p4.6"
"M0945","LgK2","p4.4"
"M0946","LgK2","p4.6"
"M0946","LgK2","p4.4"
"M0949","LgK2","p4.6"
"M0949","LgK2","p4.4"
"M0951","LgK2","p4.6"
"M0951","LgK2","p4.4"
"M0956","ENE0","p4.4"
"M0956","ENE0","p4.2"
"M0957","LgK1","p4.8"
"M0957","LgK1","p4.6"
"M0958","LgK1","p4.8"
"M0958","LgK1","p4.6"
"M0959","LgK2","p4.6"
"M0959","LgK2","p4.4"
"M0962","LgK2","p4.6"
"M0962","LgK2","p4.4"
"M0965","LgK2","p4.6"
"M0965","LgK2","p4.4"
"M0965","TRB2","p3.6"
"M0965","TRB2","p3.4"
"M0966","LgK2","p4.6"
"M0966","LgK2","p4.4"
"M0970","LgK2","p4.6"
"M0970","LgK2","p4.4"
"M0970","TRB2","p3.6"
"M0970","TRB2","p3.4"
"M0972","LgK2","p4.6"
"M0972","LgK2","p4.4"
"M0973","TRB1","p3.8"
"M0974","TRB1","p3.8"
"M0975","LgK2","p4.6"
"M0975","LgK2","p4.4"
"M0975","ENE0","p4.4"
"M0975","ENE0","p4.2"
"M0975","TRB1","p3.8"
"M0976","LgK2","p4.6"
"M0976","LgK2","p4.4"
"M0977","LgK2","p4.6"
"M0977","LgK2","p4.4"
"M0978","LgK2","p4.6"
"M0978","LgK2","p4.4"
"M0978","ENE0","p4.4"
"M0978","ENE0","p4.2"
"M0978","TRB1","p3.8"
"M0978","TRB2","p3.6"
"M0978","TRB2","p3.4"
"M0979","LgK2","p4.6"
"M0979","LgK2","p4.4"
"M0980","LgK2","p4.6"
"M0980","LgK2","p4.4"
"M0981","LgK2","p4.6"
"M0981","LgK2","p4.4"
"M0982","LgK2","p4.6"
"M0982","LgK2","p4.4"
"M0985","LgK1","p4.8"
"M0985","LgK1","p4.6"
"M0987","LgK2","p4.6"
"M0987","LgK2","p4.4"
"M0988","LgK1","p4.8"
"M0988","LgK1","p4.6"
"M0989","LgK2","p4.6"
"M0989","LgK2","p4.4"
"M0990","LgK1","p4.8"
"M0990","LgK1","p4.6"
"M0991","SBK1","p5.0"
"M0991","SBK1","p4.8"
"M0991","LgK1","p4.8"
"M0991","LgK1","p4.6"
"M0993","SBK1","p5.0"
"M0993","SBK1","p4.8"
"M0994","SBK1","p5.0"
"M0994","SBK1","p4.8"
"M0996","LgK1","p4.8"
"M0996","LgK1","p4.6"
"M0997","LgK1","p4.8"
"M0997","LgK1","p4.6"
"M0998","LgK1","p4.8"
"M0998","LgK1","p4.6"
"M1000","LgK2","p4.6"
"M1000","LgK2","p4.4"
"M1000","ENE0","p4.4"
"M1000","ENE0","p4.2"
"M1000","TRB1","p3.8"
"M1001","LgK2","p4.6"
"M1001","LgK2","p4.4"
"M1001","TRB2","p3.6"
"M1001","TRB2","p3.4"
"M1002","LgK2","p4.6"
"M1002","LgK2","p4.4"
"M1003","LgK2","p4.6"
"M1003","LgK2","p4.4"
"M1004","LgK2","p4.6"
"M1004","LgK2","p4.4"
"M1005","LgK2","p4.6"
"M1005","LgK2","p4.4"
"M1006","TRB1","p3.8"
"M1007","LgK2","p4.6"
"M1007","LgK2","p4.4"
"M1008","LgK2","p4.6"
"M1008","LgK2","p4.4"
"M1011","LgK1","p4.8"
"M1011","LgK1","p4.6"
"M1011","LgK2","p4.6"
"M1011","LgK2","p4.4"
"M1012","TRB1","p3.8"
"M1013","LgK1","p4.8"
"M1013","LgK1","p4.6"
"M1014","SBK1","p5.0"
"M1014","SBK1","p4.8"
"M1014","LgK1","p4.8"
"M1014","LgK1","p4.6"
"M1015","LgK1","p4.8"
"M1015","LgK1","p4.6"
"M1016","LgK2","p4.6"
"M1016","LgK2","p4.4"
"M1017","ENE0","p4.4"
"M1017","ENE0","p4.2"
"M1018","LgK2","p4.6"
"M1018","LgK2","p4.4"
"M1021","LgK2","p4.6"
"M1021","LgK2","p4.4"
"M1022","LgK2","p4.6"
"M1022","LgK2","p4.4"
"M1024","ENE0","p4.4"
"M1024","ENE0","p4.2"
"M1026","LgK2","p4.6"
"M1026","LgK2","p4.4"
"M1026","TRB2","p3.6"
"M1026","TRB2","p3.4"
"M1027","TRB2","p3.6"
"M1027","TRB2","p3.4"
"M1030","TRB2","p3.6"
"M1030","TRB2","p3.4"
"M1031","LgK2","p4.6"
"M1031","LgK2","p4.4"
"M1032","LgK2","p4.6"
"M1032","LgK2","p4.4"
"M1033","SBK1","p5.0"
"M1033","SBK1","p4.8"
"M1033","LgK1","p4.8"
"M1033","LgK1","p4.6"
"M1033","ENE0","p4.4"
"M1033","ENE0","p4.2"
"M1033","TRB2","p3.6"
"M1033","TRB2","p3.4"
"M1036","SBK1","p5.0"
"M1036","SBK1","p4.8"
"M1037","LgK1","p4.8"
"M1037","LgK1","p4.6"
"M1038","TRB1","p3.8"
"M1039","ENE0","p4.4"
"M1039","ENE0","p4.2"
"M1041","LgK2","p4.6"
"M1041","LgK2","p4.4"
"M1041","TRB1","p3.8"
"M1043","TRB1","p3.8"
"M1043","TRB2","p3.6"
"M1043","TRB2","p3.4"
"M1044","ENE0","p4.4"
"M1044","ENE0","p4.2"
"M1047","LgK1","p4.8"
"M1047","LgK1","p4.6"
"M1047","LgK2","p4.6"
"M1047","LgK2","p4.4"
"M1049","LgK2","p4.6"
"M1049","LgK2","p4.4"
"M1051","LgK2","p4.6"
"M1051","LgK2","p4.4"
"M1052","LgK2","p4.6"
"M1052","LgK2","p4.4"
"M1053","LgK2","p4.6"
"M1053","LgK2","p4.4"
"M1056","LgK2","p4.6"
"M1056","LgK2","p4.4"
"M1057","SBK1","p5.0"
"M1057","SBK1","p4.8"
"M1057","LgK1","p4.8"
"M1057","LgK1","p4.6"
"M1057","ENE0","p4.4"
"M1057","ENE0","p4.2"
"M1064","ENE0","p4.4"
"M1064","ENE0","p4.2"
"M1065","LgK1","p4.8"
"M1065","LgK1","p4.6"
"M1066","LgK2","p4.6"
"M1066","LgK2","p4.4"
"M1067","ENE0","p4.4"
"M1067","ENE0","p4.2"
"M1068","LgK2","p4.6"
"M1068","LgK2","p4.4"
"M1069","LgK2","p4.6"
"M1069","LgK2","p4.4"
"M1069","ENE0","p4.4"
"M1069","ENE0","p4.2"
"M1070","TRB1","p3.8"
"M1072","LgK2","p4.6"
